0	C=O
0	C(CO)=O
0	O
0	[OH-]
0	[H+]
0	[Fe+3]
0	[Fe+2]
1	C(C(CO)O)=O
1	C(O)=O
1	CO
1	C(CO)O
1	C(CO)(O)=O
1	C(C=O)=O
2	C(CO)(CO)=O
2	C(C(CO)O)O
2	C(C(O)=O)=O
2	C(C(C)=O)=O
2	C(CC=O)=O
2	C(C)=O
2	C(C(C)O)(O)=O
2	C(C(CO)=O)=O
3	C(CC(C)O)=O
3	C(CCO)=O
3	C(C(C=O)O)=O
3	C(C)(CO)=O
3	CCO
3	C(C(O)=O)(O)=O
3	C(C(C)=O)(O)=O
3	C(CC(O)=O)=O
3	C(C)(O)=O
3	C=CC(O)=O
3	C(=O)=O
3	[CH](C(O)=O)O
3	C(C(O)O)=O
3	C(C(C)O)=O
4	CC(CCO)O
4	C(CCO)O
4	C(CCO)(O)=O
4	C(C(O)O)O
4	CC(CO)O
4	C(C(O)O)(O)=O
4	C(C)=CC=O
4	C(CC=C)=O
4	C=CC=O
4	C=C
4	[C](C(O)=O)(O)O
4	C([C](C)O)(O)=O
5	C(C)=CCO
5	C=CCCO
5	C=CCO
5	C(C)=CC(O)=O
5	C(CC=C)(O)=O
5	C(C)(C)=O
5	C(CC)=O
5	C=CC(C)O
5	[C](C(O)=O)=C
5	C=CC(CO)O
5	C(C(CC)O)=O
5	C(CCCO)=O
6	C(C)(CCO)=O
6	C(C(C)CO)=O
6	C(CO)(CC)=O
6	CCCO
6	CCC(CO)O
6	C(CCCO)O
6	C(CC)(O)=O
6	C=CC(C)=O
6	C=CC=C
6	CC(C(C)O)O
6	C([CH]CO)(O)=O
6	C=CC
6	C1CCC(O)O1
6	C(C(CC)=O)=O
7	CC(CO)CO
7	C(CCC)=O
7	C(C)(CC)=O
7	C=C(C=O)C
7	C1CCOC=1
7	C(C)(C(C)O)=O
7	CC(C)O
7	C(CCCC=C)=O
8	CCCCO
8	C=C(C)CO
8	C(CCC)(O)=O
8	C=C(C(O)=O)C
8	C(C(C)(C)O)=O
8	C1C(CCO1)O
8	C
9	CC(C)(CO)O
9	C=CCC
9	C1COCC=1
9	C(CC(C)C)=O
9	[CH](C(O)=O)CC
9	C(C)(CCC)=O
9	C(C(C)CC)=O
10	CC(C)CCO
10	CC(CO)CC
10	C(C(C)C)=O
10	CC(CC)O
11	CC(C)CO
11	C(C(C)C)(O)=O
11	C=CC(C)C
11	C=C(C)CC
11	C(C)=CC
12	C=C(C)C
12	CC(C)C(C)O
12	CC(C)(CC)O
13	C(C)=C(C)C
13	CC(C)(C)O
