Gen	ID
5	C(C(CO)C(C(C)=O)(CO)O)=O
5	C(C)(C(CO)(C(C(CO)=O)O)O)=O
5	C(C)(C(CO)(CC(CO)=O)O)=O
5	C(C)(C(CO)(C(C(C)=O)O)O)=O
5	C(C(C=C)C(C(C)=O)(CO)O)=O
5	C(C)(C(CO)(C(C=O)O)O)=O
5	C(CO)(C(C)(CC(C(C)=O)=O)O)=O
5	C(CO)(C(C)(CC(CCO)=O)O)=O
5	C(C)(C(CO)C(C(CO)=O)(C)O)=O
5	C(C)(C(C)C(C(CO)=O)(C)O)=O
5	C(CO)(C(C)(CC(CC)=O)O)=O
5	C(CO)(C(C)(CC(C(C)O)=O)O)=O
5	C(CO)(C(C)(C(C(CC)=O)O)O)=O
5	C(CO)(C(C)C(C(CO)=O)(C)O)=O
5	C(C(C=O)C(C(CO)=O)(C)O)=O
5	C(C(CCO)C(C(CO)=O)(C)O)=O
5	C(CO)(C(C)(CC=O)O)=O
5	C(C(C(C)O)C(C(CO)=O)(C)O)=O
5	C(C(C=O)C(C(CO)=O)(C)O)(O)=O
5	C(CO)(C(C)(C(C(C=O)=O)O)O)=O
5	C(CO)(C(C)(CC(C=O)=O)O)=O
5	C(C(CO)C(C(CO)=O)(C)O)=O
5	C(CO)(C(C)(C(C(CO)=O)O)O)=O
5	C(CO)(C(C)(CC(CO)=O)O)=O
5	C(CO)(C(C)(C(C(C)=O)O)O)=O
5	C(C(C=C)C(C(CO)=O)(C)O)=O
5	C(CO)(C(C)(C(C=O)O)O)=O
5	C(CO)(C(C)(CC(C(O)=O)=O)O)=O
5	C(C)(C(C)(C(C(C(C)=O)=O)O)O)=O
5	[C](C(O)=O)(C(C(C(C)=O)=O)O)O
5	C(C(C)=O)(C(C(C)(CCO)O)O)=O
5	C(C(C)=O)(C(C(C)(CC)O)O)=O
5	C(C(C)=O)(C(C(C)(C(C)O)O)O)=O
5	C(C(C)=O)(C(C(CO)(CC)O)O)=O
5	C(CC(C(C(C(C)=O)=O)O)O)=O
5	C([CH]C(C(C(C(C)=O)=O)O)O)(O)=O
5	C(C(C=C)(C(C(C(C)=O)=O)O)O)=O
5	C=CC(C(C(C(C(C)=O)=O)O)O)=O
5	C=CC(C(C(C(C)=O)=O)O)O
5	C(C(C)=O)(C(C(C(CC)O)O)O)=O
5	C(C(C)=O)(C(C(CCCO)O)O)=O
5	C(C(C)=O)(C(C(C(O)O)O)O)=O
5	C(C(C)=O)(C(C(C)O)O)=O
5	C(C(C)=O)(C(C(CC(C)O)O)O)=O
5	C(CC(C(C(C(C)=O)=O)O)O)(O)=O
5	C(CO)(C(C(C(C(C)=O)=O)O)O)=O
5	C(C(CO)(C(C(C(C)=O)=O)O)O)=O
5	C(C(C)(C(C(C(C)=O)=O)O)O)=O
5	C(C)(C(C(C(C(C)=O)=O)O)O)=O
5	C(C(C)=O)(C(C(CCO)O)O)=O
5	C(C(C(C(C(C)=O)=O)O)O)=O
5	C(C(C(C(C(C(C)=O)=O)O)O)O)=O
5	C(C(C)=O)(C(C(CO)(CO)O)O)=O
5	C(C(C)=O)(C(C(CO)(C)O)O)=O
5	C(C)=CC(C(C(C(C)=O)=O)O)O
5	C(CC(C(C(C(C)=O)=O)O)O)=C
5	C(C(C)=O)(C(C(C(CO)O)O)O)=O
5	C(C(C)=O)(C(C(CO)O)O)=O
5	C(C(C)=O)(C(C(C(C)O)O)O)=O
5	C(C(C)(C(C(C(C)=O)=O)O)O)(O)=O
5	C(C)(C(C)(CC(C(CO)=O)=O)O)=O
5	[C](C(O)=O)(CC(C(CO)=O)=O)O
5	C(C(CO)=O)(CC(C)(CCO)O)=O
5	C(C(CO)=O)(CC(C)(CC)O)=O
5	C(C(CO)=O)(CC(C)(C(C)O)O)=O
5	C(C(CO)=O)(CC(CO)(CC)O)=O
5	C([CH]C(CC(C(CO)=O)=O)O)(O)=O
5	C(C(C=C)(CC(C(CO)=O)=O)O)=O
5	C=CC(C(CC(C(CO)=O)=O)O)=O
5	C=CC(CC(C(CO)=O)=O)O
5	C(C(CO)=O)(CC(C(CC)O)O)=O
5	C(C(CO)=O)(CC(CCCO)O)=O
5	C(C(CO)=O)(CC(C(O)O)O)=O
5	C(C(CO)=O)(CC(C)O)=O
5	C(C(CO)=O)(CC(CC(C)O)O)=O
5	C(CC(CC(C(CO)=O)=O)O)(O)=O
5	C(CO)(C(CC(C(CO)=O)=O)O)=O
5	C(C(CO)(CC(C(CO)=O)=O)O)=O
5	C(C(C)(CC(C(CO)=O)=O)O)=O
5	C(C)(C(CC(C(CO)=O)=O)O)=O
5	C(C(CO)=O)(CCO)=O
5	C(C(CO)=O)(CC(CCO)O)=O
5	C(C(CC(C(CO)=O)=O)O)=O
5	C(C(CO)=O)(CC(CO)(CO)O)=O
5	C(C(CO)=O)(CC(CO)(C)O)=O
5	C(C)=CC(CC(C(CO)=O)=O)O
5	C(CC(CC(C(CO)=O)=O)O)=C
5	C(C(CO)=O)(CC(C(CO)O)O)=O
5	C(C(CO)=O)(CC(CO)O)=O
5	C(C(CO)=O)(CC(C(C)O)O)=O
5	C(C(CC(C(CO)=O)=O)O)(O)=O
5	C(C(C)(CC(C(CO)=O)=O)O)(O)=O
5	C(C(C(C(C(CO)O)=O)=O)O)(O)=O
5	C(C(CC(C(C)=O)=O)O)(C(C)O)=O
5	C(CC(C(C(C)O)=O)O)(CCO)=O
5	C(C)(C(CO)C(C(C(C)O)=O)O)=O
5	C(C)(C(C)C(C(C(C)O)=O)O)=O
5	C(CC(C(C(C)O)=O)O)(CC)=O
5	C(CC(C(C(C)O)=O)O)(C(C)O)=O
5	C(C(C(C(C(C)O)=O)O)O)(CC)=O
5	C(CO)(C(C)C(C(C(C)O)=O)O)=O
5	C(C(C=O)C(C(C(C)O)=O)O)=O
5	C(C(CCO)C(C(C(C)O)=O)O)=O
5	C(CC(C(C(C)O)=O)O)=O
5	C(C(C(C)O)C(C(C(C)O)=O)O)=O
5	C(C(C=O)C(C(C(C)O)=O)O)(O)=O
5	C(C(C(C(C=O)=O)O)O)(C(C)O)=O
5	C(C(CC(C=O)=O)O)(C(C)O)=O
5	C(C(CO)C(C(C(C)O)=O)O)=O
5	C(C(C(C(C(C)O)=O)O)O)(CO)=O
5	C(CC(C(C(C)O)=O)O)(CO)=O
5	C(C(C(C(C(C)O)=O)O)O)(C)=O
5	C(C(C=C)C(C(C(C)O)=O)O)=O
5	C(C(C(C=O)O)O)(C(C)O)=O
5	C(C(CC(C(O)=O)=O)O)(C(C)O)=O
5	C(C(C(C)O)(CC(C(C)=O)=O)O)=O
5	C(C(C(C)O)(CC(CCO)=O)O)=O
5	C(C(C(C)O)(C(C(C)=O)CO)O)=O
5	C(C(C(C)O)(C(C(C)=O)C)O)=O
5	C(C(C(C)O)(CC(CC)=O)O)=O
5	C(C(C(C)O)(CC(C(C)O)=O)O)=O
5	C(C(C(C)O)(C(C(CC)=O)O)O)=O
5	C(C(C(C)O)(C(C(CO)=O)C)O)=O
5	C(C(C=O)C(C=O)(C(C)O)O)=O
5	C(C(CCO)C(C=O)(C(C)O)O)=O
5	C(C(C(C)O)(CC=O)O)=O
5	C(C(C(C)O)C(C=O)(C(C)O)O)=O
5	C(C(C=O)C(C=O)(C(C)O)O)(O)=O
5	C(C(C(C)O)(C(C(C=O)=O)O)O)=O
5	C(C(C(C)O)(CC(C=O)=O)O)=O
5	C(C(CO)C(C=O)(C(C)O)O)=O
5	C(C(C(C)O)(C(C(CO)=O)O)O)=O
5	C(C(C(C)O)(CC(CO)=O)O)=O
5	C(C(C(C)O)(C(C(C)=O)O)O)=O
5	C(C(C=C)C(C=O)(C(C)O)O)=O
5	C(C(C(C)O)(C(C=O)O)O)=O
5	C(C(C(C)O)(CC(C(O)=O)=O)O)=O
5	C(C(C=O)(CC(C(C)=O)=O)O)(O)=O
5	C(C(C=O)(CC(CCO)=O)O)(O)=O
5	C(C(C=O)(C(C(C)=O)CO)O)(O)=O
5	C(C(C=O)(C(C(C)=O)C)O)(O)=O
5	C(C(C=O)(CC(CC)=O)O)(O)=O
5	C(C(C=O)(CC(C(C)O)=O)O)(O)=O
5	C(C(C=O)(C(C(CC)=O)O)O)(O)=O
5	C(C(C=O)(C(C(CO)=O)C)O)(O)=O
5	C(C(C=O)(C(C=O)C=O)O)(O)=O
5	C(C(C=O)(C(C=O)CCO)O)(O)=O
5	C(C(C=O)(CC=O)O)(O)=O
5	C(C(C=O)(C(C=O)C(C)O)O)(O)=O
5	C(C(C=O)C(C(O)=O)(C=O)O)(O)=O
5	C(C(C=O)(C(C(C=O)=O)O)O)(O)=O
5	C(C(C=O)(CC(C=O)=O)O)(O)=O
5	C(C(C=O)(C(C=O)CO)O)(O)=O
5	C(C(C=O)(CC(CO)=O)O)(O)=O
5	C(C(C=O)(C(C=O)C=C)O)(O)=O
5	C(C(C=O)(CC(C(O)=O)=O)O)(O)=O
5	C(C(C(CC(C(C)=O)=O)O)=O)(O)=O
5	C(CC(C(C(O)=O)=O)O)(CCO)=O
5	C(C)(C(CO)C(C(C(O)=O)=O)O)=O
5	C(C)(C(C)C(C(C(O)=O)=O)O)=O
5	C(CC(C(C(O)=O)=O)O)(CC)=O
5	C(CC(C(C(O)=O)=O)O)(C(C)O)=O
5	C(C(C(C(C(O)=O)=O)O)O)(CC)=O
5	C(CO)(C(C)C(C(C(O)=O)=O)O)=O
5	C(C(CCO)C(C(C(O)=O)=O)O)=O
5	C(CC(C(C(O)=O)=O)O)=O
5	C(C(C(C)O)C(C(C(O)=O)=O)O)=O
5	C(C(C=O)C(C(C(O)=O)=O)O)(O)=O
5	C(C(C(CC(C=O)=O)O)=O)(O)=O
5	C(C(CO)C(C(C(O)=O)=O)O)=O
5	C(CO)(CC(C(C(O)=O)=O)O)=O
5	C(C(C=C)C(C(C(O)=O)=O)O)=O
5	C(C(CC(C(C(O)=O)=O)O)=O)(O)=O
5	C(C(C)(CC=O)O)(C(C(O)=O)O)=O
5	C(C(C(C(CC(C)O)=O)=O)O)(O)=O
5	C(CC(C(C(C(O)=O)O)=O)=O)(O)=O
5	C(C(C(C(CCO)=O)=O)O)(O)=O
5	C(CC(C(C(C(O)=O)(C)O)=O)O)=O
5	C(C(C)(C(C=O)(CC=O)O)O)(O)=O
5	C=CC(C(CC(C(C(C)=O)=O)O)=O)=O
5	C(C(C(CC(C(C)=O)=O)O)=O)(C)=O
5	C(CC(C(C(C)=O)=O)O)(CCO)=O
5	C(C)(C(CO)C(C(C(C)=O)=O)O)=O
5	C(C)(C(C)C(C(C(C)=O)=O)O)=O
5	C(CC(C(C(C)=O)=O)O)(CC)=O
5	C(CC(C(C(C)=O)=O)O)(C(C)O)=O
5	C(C(C(C(C(C)=O)=O)O)O)(CC)=O
5	C(CO)(C(C)C(C(C(C)=O)=O)O)=O
5	C(C(C=O)C(C(C(C)=O)=O)O)=O
5	C(C(C(C=O)=C)C(C(C(C)=O)=O)O)=O
5	C(C=CC(CC(C(C(C)=O)=O)O)=O)=O
5	C=CC(C(C=O)=O)C(C(C(C)=O)=O)O
5	C(C(CCO)C(C(C(C)=O)=O)O)=O
5	C(CC(C(C(C)=O)=O)O)=O
5	C(C(C(C)O)C(C(C(C)=O)=O)O)=O
5	C(C(C=O)C(C(C(C)=O)=O)O)(O)=O
5	C(C(CC(C(C(C)=O)=O)O)=O)=O
5	C(C(CO)C(C(C(C)=O)=O)O)=O
5	C(CO)(CC(C(C(C)=O)=O)O)=O
5	C(C(C=C)C(C(C(C)=O)=O)O)=O
5	C(C(CC(C(C(C)=O)=O)O)=O)(O)=O
5	C=CC(C(CC(C(C=O)=O)(C)O)=O)=O
5	C(C(CC(C(C=O)=O)(C)O)=O)(C)=O
5	C(CC(C(C=O)=O)(C)O)(CCO)=O
5	C(C)(C(CO)C(C(C=O)=O)(C)O)=O
5	C(C)(C(C)C(C(C=O)=O)(C)O)=O
5	C(CC(C(C=O)=O)(C)O)(CC)=O
5	C(CC(C(C=O)=O)(C)O)(C(C)O)=O
5	C(C(C(C(C=O)=O)(C)O)O)(CC)=O
5	C(CO)(C(C)C(C(C=O)=O)(C)O)=O
5	C(C(C=O)C(C(C=O)=O)(C)O)=O
5	C(C(C(C=O)=C)C(C(C=O)=O)(C)O)=O
5	C(C=O)(C(C)(CC(C=CC=O)=O)O)=O
5	C=CC(C(C=O)=O)C(C(C=O)=O)(C)O
5	C(C(CCO)C(C(C=O)=O)(C)O)=O
5	C(CC(C(C=O)=O)(C)O)=O
5	C(C(C(C)O)C(C(C=O)=O)(C)O)=O
5	C(C(C=O)C(C(C=O)=O)(C)O)(O)=O
5	C(C=O)(C(C)(C(C(C=O)=O)O)O)=O
5	C(C=O)(C(C)(CC(C=O)=O)O)=O
5	C(C(CO)C(C(C=O)=O)(C)O)=O
5	C(C(C(C(C=O)=O)(C)O)O)(CO)=O
5	C(CC(C(C=O)=O)(C)O)(CO)=O
5	C(C(C(C(C=O)=O)(C)O)O)(C)=O
5	C(C(C=C)C(C(C=O)=O)(C)O)=O
5	C(C(C(C(C=O)=O)(C)O)O)=O
5	C(C=O)(C(C)(CC(C(O)=O)=O)O)=O
5	C(C(C(C)=O)(CC(C(C=C)=O)=O)O)=O
5	C(C(C(C)=O)(CC(C(C)=O)=O)O)=O
5	C(C)(C(C=O)(CC(CCO)=O)O)=O
5	C(C(C(C)=O)(C(C(C)=O)CO)O)=O
5	C(C(C(C)=O)(C(C(C)=O)C)O)=O
5	C(C)(C(C=O)(CC(CC)=O)O)=O
5	C(C)(C(C=O)(CC(C(C)O)=O)O)=O
5	C(C)(C(C=O)(C(C(CC)=O)O)O)=O
5	C(C)(C(C=O)(C(C(CO)=O)C)O)=O
5	C(C(C=O)C(C=O)(C(C)=O)O)=O
5	C(C(C(C=O)=C)C(C=O)(C(C)=O)O)=O
5	C(C(C(C)=O)(CC(C=CC=O)=O)O)=O
5	C(C(C(C)=O)(C(C=C)C(C=O)=O)O)=O
5	C(C(CCO)C(C=O)(C(C)=O)O)=O
5	C(C(C(C)=O)(CC=O)O)=O
5	C(C(C(C)O)C(C=O)(C(C)=O)O)=O
5	C(C(C=O)C(C=O)(C(C)=O)O)(O)=O
5	C(C(C(C)=O)(C(C(C=O)=O)O)O)=O
5	C(C(C(C)=O)(CC(C=O)=O)O)=O
5	C(C(CO)C(C=O)(C(C)=O)O)=O
5	C(C(C(C)=O)(C(C(CO)=O)O)O)=O
5	C(C(C(C)=O)(CC(CO)=O)O)=O
5	C(C(C(C)=O)(C(C(C)=O)O)O)=O
5	C(C(C=C)C(C=O)(C(C)=O)O)=O
5	C(C(C(C)=O)(C(C=O)O)O)=O
5	C(C(C(C)=O)(CC(C(O)=O)=O)O)=O
5	C(C)(C(C=C)(CC(C(C=O)=O)=O)O)=O
5	C=CC(C(C)(CC(C(C=O)=O)=O)O)=O
5	C(C)(C(C)(CC(C(C=O)=O)=O)O)=O
5	C(C(C(C[C](C(O)=O)O)=O)=O)=O
5	C(C(C(CC(C)(CCO)O)=O)=O)=O
5	C(C(C(CC(C)(CC)O)=O)=O)=O
5	C(C(C(CC(C)(C(C)O)O)=O)=O)=O
5	C(C(C(CC(CO)(CC)O)=O)=O)=O
5	C(CC(CC(C(C=O)=O)=O)O)=O
5	C([CH]C(CC(C(C=O)=O)=O)O)(O)=O
5	C(C(CC(C(C=O)=O)=O)O)=C(C=O)C
5	C(C)(C(CC(C(C=O)=O)=O)O)=CC=O
5	C=C(C=O)CC(CC(C(C=O)=O)=O)O
5	C(CC(C(CC(C(C=O)=O)=O)O)=C)=O
5	C(C(CC(C(C=O)=O)=O)O)=CC(C)=O
5	C(C(C)(CC(C(C=O)=O)=O)O)=CC=O
5	C(C(C=C)(CC(C(C=O)=O)=O)O)=O
5	C=CC(C(CC(C(C=O)=O)=O)O)=O
5	C(C(CC(C(C=O)=O)=O)(CC=C)O)=O
5	C(C(CC(C(C=O)=O)=O)O)(CC=C)=O
5	C(C(C=CC)(CC(C(C=O)=O)=O)O)=O
5	C(C)=CC(C(CC(C(C=O)=O)=O)O)=O
5	C=CC(CC(C(C=O)=O)=O)O
5	C(C(C(CC(C(CC)O)O)=O)=O)=O
5	C(C(C(CC(CCCO)O)=O)=O)=O
5	C(C(C(CC(C(O)O)O)=O)=O)=O
5	C(C(C(CC(C)O)=O)=O)=O
5	C(CC(C(C=O)=O)=O)(O)=O
5	C(C(C(CC(CC(C)O)O)=O)=O)=O
5	C(CC(CC(C(C=O)=O)=O)O)(O)=O
5	C(CO)(C(CC(C(C=O)=O)=O)O)=O
5	C(C(CO)(CC(C(C=O)=O)=O)O)=O
5	C(C(C)(CC(C(C=O)=O)=O)O)=O
5	C(C)(C(CC(C(C=O)=O)=O)O)=O
5	C(C(C(CCO)=O)=O)=O
5	C(C(C(CC(CCO)O)=O)=O)=O
5	C(C(CC(C(C=O)=O)=O)O)=O
5	C(C(C(CC(C(C=O)=O)=O)O)O)=O
5	C(C(C(CC(CO)(CO)O)=O)=O)=O
5	C(C(C(CC(C)(CO)O)=O)=O)=O
5	C(C(CC(C(C=O)=O)=O)O)=CC
5	C=CCC(CC(C(C=O)=O)=O)O
5	C(C(C(CC(C(CO)O)O)=O)=O)=O
5	C(C(C(CC(CO)O)=O)=O)=O
5	C(C(C(CC(C(C)O)O)=O)=O)=O
5	C(C(CC(C(C=O)=O)=O)O)(O)=O
5	C(C(C)(CC(C(C=O)=O)=O)O)(O)=O
5	C(C(C(C(C(C)=O)=O)=O)CO)(O)=O
5	C(CC(C(C(CCO)=O)=O)=O)(O)=O
5	C(C)(C(C)C(C(C=C)=O)(CO)O)=O
5	C(CC(C(C=C)=O)(CO)O)(CC)=O
5	C(C(C=O)C(C(C=C)=O)(CO)O)=O
5	C(CC(C(C=C)=O)(CO)O)=O
5	C=CC(C(CO)(CC(C=O)=O)O)=O
5	C(C(CO)C(C(C=C)=O)(CO)O)=O
5	C(CC(C(C=C)=O)(CO)O)(CO)=O
5	C(C(C(C(C=C)=O)(CO)O)O)(C)=O
5	C(C(C=C)C(C(C=C)=O)(CO)O)=O
5	C(C(C(C(C=C)=O)(CO)O)O)=O
5	C(C)(C(C)C(C(CO)=O)(C=C)O)=O
5	C(CO)(C(C=C)(CC(CC)=O)O)=O
5	C(C(C=O)C(C(CO)=O)(C=C)O)=O
5	C(CC(C(CO)=O)(C=C)O)=O
5	C(CO)(C(C=C)(CC(C=O)=O)O)=O
5	C(C(CO)C(C(CO)=O)(C=C)O)=O
5	C(CO)(C(C=C)(CC(CO)=O)O)=O
5	C(CO)(C(C=C)(C(C(C)=O)O)O)=O
5	C(C(C=C)C(C(CO)=O)(C=C)O)=O
5	C(C(C(C(CO)=O)(C=C)O)O)=O
5	C=CC(C(C([C](C(O)=O)O)O)=O)=O
5	C=CC(C(C(C(C)(CC)O)O)=O)=O
5	C(CC(C(C(C(C=C)=O)=O)O)O)=O
5	C(C(C=C)(C(C(C(C=C)=O)=O)O)O)=O
5	C=CC(C(C(C(C(C=C)=O)=O)O)O)=O
5	C=CC(C(C(C(C=C)=O)=O)O)O
5	C=CC(C(C(C(C(O)O)O)O)=O)=O
5	C=CC(C(C(C(C)O)O)=O)=O
5	C(C(C(C(C=C)=O)=O)O)(O)=O
5	C(C(C)(C(C(C(C=C)=O)=O)O)O)=O
5	C(C)(C(C(C(C(C=C)=O)=O)O)O)=O
5	C=CC(C(C(CO)O)=O)=O
5	C=CC(C(C(C(CCO)O)O)=O)=O
5	C(C(C(C(C(C=C)=O)=O)O)O)=O
5	C=CC(C(C(C(CO)(C)O)O)=O)=O
5	C=CC(C(C(C(C=CC)O)O)=O)=O
5	C(CC(C(C(C(C=C)=O)=O)O)O)=C
5	C=CC(C(C(C(CO)O)O)=O)=O
5	C=CC(C(C(C(C(C)O)O)O)=O)=O
5	C(C(C(C(C(C=C)=O)=O)O)O)(O)=O
5	C=C(C(O)=O)C(C(C(CO)O)=O)=O
5	C(C)(C(C=C)(CC(C(C=C)=O)=O)O)=O
5	C(C)(C(C=C)(CC(C(C)=O)=O)O)=O
5	C(C)(C(C=C)(CC(CCO)=O)O)=O
5	C(C)(C(CO)C(C(C)=O)(C=C)O)=O
5	C(C)(C(C)C(C(C)=O)(C=C)O)=O
5	C(C)(C(C=C)(CC(CC)=O)O)=O
5	C(C([CH]C(O)=O)C(C(C)=O)(C=C)O)=O
5	C(C(C(C=O)=O)C(C(C)=O)(C=C)O)=O
5	C(C)(C(C=C)(CC(C(C)O)=O)O)=O
5	C(C)(C(C=C)(C(C(CC)=O)O)O)=O
5	C(C)(C(C=C)(C(C(CO)=O)C)O)=O
5	C(C(C=O)C(C(C)=O)(C=C)O)=O
5	C(C(C(C=O)=C)C(C(C)=O)(C=C)O)=O
5	C(C)(C(C=C)(CC(C=CC=O)=O)O)=O
5	C(C)(C(C=C)(C(C=C)C(C=O)=O)O)=O
5	C(C(CCO)C(C(C)=O)(C=C)O)=O
5	C(C)(C(C=C)(C1C(C(OC1)=O)=O)O)=O
5	C(CC(C(C)=O)(C=C)O)=O
5	C(C(C(C)O)C(C(C)=O)(C=C)O)=O
5	C(C(C=O)C(C(C)=O)(C=C)O)(O)=O
5	C(C)(C(C=C)(C(C(C=O)=O)O)O)=O
5	C(C)(C(C=C)(CC(C=O)=O)O)=O
5	C(C(CO)C(C(C)=O)(C=C)O)=O
5	C(C)(C(C=C)(C(C(CO)=O)O)O)=O
5	C(C)(C(C=C)(CC(CO)=O)O)=O
5	C(C)(C(C=C)(C(C(C)=O)O)O)=O
5	C(C(C=C)C(C(C)=O)(C=C)O)=O
5	C(C(C(C(C)=O)(C=C)O)O)=O
5	C(C)(C(C=C)(CC(C(O)=O)=O)O)=O
5	C=CC(C(C)(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(C)(CC(C(C)=O)=O)O)=O
5	C(CC(C(C=C)=O)(C)O)(CCO)=O
5	C(C)(C(CO)C(C(C=C)=O)(C)O)=O
5	C(C)(C(C)C(C(C=C)=O)(C)O)=O
5	C(CC(C(C=C)=O)(C)O)(CC)=O
5	C(C([CH]C(O)=O)C(C(C=C)=O)(C)O)=O
5	C(C(C(C=O)=O)C(C(C=C)=O)(C)O)=O
5	C(CC(C(C=C)=O)(C)O)(C(C)O)=O
5	C(C(C(C(C=C)=O)(C)O)O)(CC)=O
5	C(CO)(C(C)C(C(C=C)=O)(C)O)=O
5	C(C(C=O)C(C(C=C)=O)(C)O)=O
5	C(C(C(C=O)=C)C(C(C=C)=O)(C)O)=O
5	C=CC(C(C)(CC(C=CC=O)=O)O)=O
5	C=CC(C(C=O)=O)C(C(C=C)=O)(C)O
5	C(C(CCO)C(C(C=C)=O)(C)O)=O
5	C=CC(C(C)(C1C(C(OC1)=O)=O)O)=O
5	C(CC(C(C=C)=O)(C)O)=O
5	C(C(C(C)O)C(C(C=C)=O)(C)O)=O
5	C(C(C=O)C(C(C=C)=O)(C)O)(O)=O
5	C=CC(C(C)(C(C(C=O)=O)O)O)=O
5	C=CC(C(C)(CC(C=O)=O)O)=O
5	C(C(CO)C(C(C=C)=O)(C)O)=O
5	C(C(C(C(C=C)=O)(C)O)O)(CO)=O
5	C(CC(C(C=C)=O)(C)O)(CO)=O
5	C(C(C(C(C=C)=O)(C)O)O)(C)=O
5	C(C(C=C)C(C(C=C)=O)(C)O)=O
5	C(C(C(C(C=C)=O)(C)O)O)=O
5	C=CC(C(C)(CC(C(O)=O)=O)O)=O
5	C(C)(C(C)(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(C[C](C(O)=O)O)=O)=O
5	C=CC(C(CC(C)(CCO)O)=O)=O
5	C=CC(C(CC(C)(CC)O)=O)=O
5	C=CC(C(CC(C[CH]C(O)=O)O)=O)=O
5	C=C(C(O)=O)C(CC(C(C=C)=O)=O)O
5	C=CC(C(CC(CC(C=O)=O)O)=O)=O
5	C(CC(C(CC(C(C=C)=O)=O)O)=O)=O
5	C(CC(C=O)(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(CC(C)(C(C)O)O)=O)=O
5	C=CC(C(CC(CO)(CC)O)=O)=O
5	C(CC(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(CC([CH]C(O)=O)O)=O)=O
5	C=C(C(CC(C(C=C)=O)=O)O)C(C)O
5	C=CC(C(CC(C(CO)=CC)O)=O)=O
5	C=CC(C(CC(C=C(C=O)C)O)=O)=O
5	C=CC(C(CC(C(C)=CC=O)O)=O)=O
5	C=C(C=O)CC(CC(C(C=C)=O)=O)O
5	C(CC(C(CC(C(C=C)=O)=O)O)=C)=O
5	C=CC(C(CC(C=CC(C)=O)O)=O)=O
5	C(C(C)(CC(C(C=C)=O)=O)O)=CC=O
5	C(C(C=C)(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(CC(C(C=C)=O)=O)O)=O
5	C(C(CC=C)(CC(C(C=C)=O)=O)O)=O
5	C(C(CC(C(C=C)=O)=O)O)(CC=C)=O
5	C(C(C=CC)(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(CC(C(C=CC)=O)O)=O)=O
5	C=CC(CC(C(C=C)=O)=O)O
5	C(C(C=C)(CC(C(C=C)=O)=O)O)(O)=O
5	C=CC(C(CC(C(CC)O)O)=O)=O
5	C=CC(C(CC(CCCO)O)=O)=O
5	C1(C(CCO1)(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(CC(C(O)O)O)=O)=O
5	C=CC(C(CC(C)O)=O)=O
5	C(CC(C(C=C)=O)=O)(O)=O
5	C=CC(C(CC(CC(C)O)O)=O)=O
5	C(CC(CC(C(C=C)=O)=O)O)(O)=O
5	C(CO)(C(CC(C(C=C)=O)=O)O)=O
5	C(C(CO)(CC(C(C=C)=O)=O)O)=O
5	C(C(C)(CC(C(C=C)=O)=O)O)=O
5	C(C)(C(CC(C(C=C)=O)=O)O)=O
5	C=CC(C(CCO)=O)=O
5	C=CC(C(CC(CCO)O)=O)=O
5	C(C(CC(C(C=C)=O)=O)O)=O
5	C(C(C(CC(C(C=C)=O)=O)O)O)=O
5	C=CC(C(CC(CO)(CO)O)=O)=O
5	C=CC(C(CC(C)(CO)O)=O)=O
5	C=CC(C(CC(C=CC)O)=O)=O
5	C=CCC(CC(C(C=C)=O)=O)O
5	C=CC(C(CC(C(CO)O)O)=O)=O
5	C=CC(C(CC(CO)O)=O)=O
5	C=CC(C(CC(C(C)O)O)=O)=O
5	C(C(CC(C(C=C)=O)=O)O)(O)=O
5	C(C(C)(CC(C(C=C)=O)=O)O)(O)=O
5	C(CC(C(C(C(O)=O)=C)=O)(C)O)=O
5	C(CC(C(C)=O)(C(C(O)=O)=C)O)=O
5	C=CC(CC(C(C(C(O)=O)=C)=O)=O)O
5	C=C(C(O)=O)C(C(CC(C)O)=O)=O
5	C(CC(C(C(C(O)=O)=C)=O)=O)(O)=O
5	C=C(C(O)=O)C(C(CCO)=O)=O
5	[C](C(O)=O)=CC(C(C)(CC=O)O)=O
5	[C](C(O)=O)=CC(C(C)=O)(CC=O)O
5	[C](C(O)=O)=CC(C(CC(C=C)O)=O)=O
5	[C](C(O)=O)=CC(C(CC(C)O)=O)=O
5	[C](C(O)=O)=CC(C(CC(O)=O)=O)=O
5	[C](C(O)=O)=CC(C(CCO)=O)=O
5	[C](C(O)=O)=CC(C(CC(C=O)O)=O)=O
5	C(CC(C(C=CC(O)=O)=O)(C)O)=O
5	C(CC(C(C)=O)(C=CC(O)=O)O)=O
5	C=CC(CC(C(C=CC(O)=O)=O)=O)O
5	C(C(C=CC(O)=O)=O)(CC(C)O)=O
5	C(CC(C(C=CC(O)=O)=O)=O)(O)=O
5	C(C(C=CC(O)=O)=O)(CCO)=O
5	C(C(C=C(C(O)=O)C)(CC=O)O)=O
5	C(CC(C(C=C(C(O)=O)C)=O)O)=O
