Id,Label,timeset,gen,type,weighted indegree,weighted outdegree,Weighted Degree
5724_1,,,,2,2,1,3
5726_0,,,,2,2,1,3
C(C(CO)(CC(C(C)=O)=O)O)(O)=O,,,4,1,3,0,3
5728_0,,,,2,2,1,3
C(CC(C)(C(C(C(O)=O)=O)O)O)=O,,,4,1,2,0,2
5728_1,,,,2,2,1,3
5730_0,,,,2,2,1,3
C(C)(CC(C(C(C(O)=O)=O)O)O)=O,,,4,1,2,0,2
5730_1,,,,2,2,1,3
5732_0,,,,2,2,1,3
C(C(CO)(CC(CC=O)=O)O)(O)=O,,,4,1,3,0,3
5734_0,,,,2,2,1,3
C(C(CO)(C(C=O)C(C)=O)O)(O)=O,,,4,1,2,0,2
5734_1,,,,2,2,1,3
5736_0,,,,2,2,1,3
C(C(C(C(C)(CCO)O)O)=O)(O)=O,,,4,1,2,0,2
5736_1,,,,2,2,1,3
5737_0,,,,2,2,1,3
5739_0,,,,2,2,1,3
C(C(CO)(C(C(C)=O)CO)O)(O)=O,,,4,1,2,0,2
5739_1,,,,2,2,1,3
5741_0,,,,2,2,1,3
C(C(C(C(C(C=O)=O)O)O)=O)(O)=O,,,4,1,2,0,2
5741_1,,,,2,2,1,3
5743_0,,,,2,2,1,3
C(C(C=O)(C(C(C(O)=O)=O)O)O)=O,,,4,1,2,0,2
5743_1,,,,2,2,1,3
5745_0,,,,2,2,1,3
C=CC(C(C(C(C(O)=O)=O)O)O)=O,,,4,1,2,0,2
5745_1,,,,2,2,1,3
5747_0,,,,2,2,1,3
C(C(C=C)(C(C(C(O)=O)=O)O)O)=O,,,4,1,2,0,2
5747_1,,,,2,2,1,3
5749_0,,,,2,2,1,3
C(C(CO)(C(C(C(O)=O)=O)O)O)=C,,,4,1,2,0,2
5749_1,,,,2,2,1,3
5751_0,,,,2,2,1,3
C(C(CO)(C(C(C=C)=O)O)O)(O)=O,,,4,1,7,0,7
5751_1,,,,2,2,1,3
5753_0,,,,2,2,1,3
C(C(C(C(C(O)=O)=O)O)O)=CC=O,,,4,1,2,0,2
5753_1,,,,2,2,1,3
5755_0,,,,2,2,1,3
C(C(C(C(C(C)O)O)O)=O)(O)=O,,,4,1,2,0,2
5755_1,,,,2,2,1,3
5757_0,,,,2,2,1,3
C(C)(C(C(C=O)=O)C(C(C=C)=O)O)=O,,,4,1,2,0,2
5757_1,,,,2,2,1,3
5759_0,,,,2,2,1,3
C(CC(C(C=C)=O)O)(CC(C=O)=O)=O,,,4,1,1,0,1
5761_0,,,,2,2,1,3
C(C(C=C)(C(C(C)=O)C(C=O)=O)O)=O,,,4,1,2,0,2
5761_1,,,,2,2,1,3
5763_0,,,,2,2,1,3
C(C(C=C)(CC(CC(C=O)=O)=O)O)=O,,,4,1,1,0,1
5765_0,,,,2,2,1,3
C(C)(C(C(C=O)=O)C(C=CC=O)O)=O,,,4,1,2,0,2
5765_1,,,,2,2,1,3
5767_0,,,,2,2,1,3
C(CC(C=CC=O)O)(CC(C=O)=O)=O,,,4,1,1,0,1
5769_0,,,,2,2,1,3
C(C)(C(C(C=O)=O)C(C(C)O)O)=O,,,4,1,2,0,2
5769_1,,,,2,2,1,3
5771_0,,,,2,2,1,3
C(CC(C(C)O)O)(CC(C=O)=O)=O,,,4,1,1,0,1
5773_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C(C)=O)(C)O)=O,,,4,1,2,0,2
5773_1,,,,2,2,1,3
5775_0,,,,2,2,1,3
C(CC(C(CC(C(C)=O)=O)O)=O)=O,,,4,1,1,0,1
5777_0,,,,2,2,1,3
C(CC(C=O)(CC(C(C)=O)=O)O)=O,,,4,1,2,0,2
5779_0,,,,2,2,1,3
C(C=O)(CC(CC(C(C)=O)=O)O)=O,,,4,1,2,0,2
5781_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C)(CC=O)O)=O,,,4,1,2,0,2
5781_1,,,,2,2,1,3
5783_0,,,,2,2,1,3
C(C(C(C=O)=O)C(CC(C)=O)O)=O,,,4,1,2,0,2
5783_1,,,,2,2,1,3
5785_0,,,,2,2,1,3
C(CC(CC(C(CC=O)=O)O)=O)=O,,,4,1,1,0,1
5787_0,,,,2,2,1,3
C(CC(CC(C=O)(CC=O)O)=O)=O,,,4,1,2,0,2
5789_0,,,,2,2,1,3
C(CC(CC(CC(C=O)=O)O)=O)=O,,,4,1,1,0,1
5791_0,,,,2,2,1,3
C(C(C(C)=O)C(C(CC=O)=O)O)=O,,,4,1,2,0,2
5791_1,,,,2,2,1,3
5793_0,,,,2,2,1,3
C(C(C(C)=O)C(C=O)(CC=O)O)=O,,,4,1,2,0,2
5793_1,,,,2,2,1,3
5795_0,,,,2,2,1,3
C(C(C(C)=O)C(CC(C=O)=O)O)=O,,,4,1,2,0,2
5795_1,,,,2,2,1,3
5797_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C)(CCO)O)=O,,,4,1,2,0,2
5797_1,,,,2,2,1,3
5799_0,,,,2,2,1,3
C(CC(C(CC=O)=O)O)(CCO)=O,,,4,1,2,0,2
5800_0,,,,2,2,1,3
5802_0,,,,2,2,1,3
C(CCO)(CC(CC(C=O)=O)O)=O,,,4,1,1,0,1
5804_0,,,,2,2,1,3
C(C)(C(CO)C(C(CC=O)=O)O)=O,,,4,1,2,0,2
5804_1,,,,2,2,1,3
5806_0,,,,2,2,1,3
C(C)(C(CO)C(C=O)(CC=O)O)=O,,,4,1,2,0,2
5806_1,,,,2,2,1,3
5808_0,,,,2,2,1,3
C(C)(C(CO)C(CC(C=O)=O)O)=O,,,4,1,2,0,2
5808_1,,,,2,2,1,3
5810_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C(C=O)=O)O)=O,,,4,1,2,0,2
5810_1,,,,2,2,1,3
5812_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C=O)(C=O)O)=O,,,4,1,2,0,2
5812_1,,,,2,2,1,3
5814_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C(C=C)=O)O)=O,,,4,1,2,0,2
5814_1,,,,2,2,1,3
5816_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C=O)(C=C)O)=O,,,4,1,2,0,2
5816_1,,,,2,2,1,3
5818_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C=C)(CO)O)=O,,,4,1,2,0,2
5818_1,,,,2,2,1,3
5820_0,,,,2,2,1,3
C(CC(C(C(C(C=C)=O)O)O)=O)=O,,,4,1,4,0,4
5820_1,,,,2,2,1,3
5822_0,,,,2,2,1,3
C(CC(C=O)(C(C(C=C)=O)O)O)=O,,,4,1,4,0,4
5822_1,,,,2,2,1,3
5824_0,,,,2,2,1,3
C=CC(C(C(CC(C=O)=O)O)O)=O,,,4,1,2,0,2
5824_1,,,,2,2,1,3
5826_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C=CC=O)O)=O,,,4,1,2,0,2
5826_1,,,,2,2,1,3
5828_0,,,,2,2,1,3
C(C(C(C=O)=O)C(C(C)O)O)=O,,,4,1,2,0,2
5828_1,,,,2,2,1,3
5830_0,,,,2,2,1,3
C(C(C(C(C)=O)=O)C(C(C=C)=O)O)=O,,,4,1,2,0,2
5830_1,,,,2,2,1,3
5832_0,,,,2,2,1,3
C(CC(C(CC(C(C=C)=O)O)=O)=O)=O,,,4,1,1,0,1
5834_0,,,,2,2,1,3
C(C(C(C(C)=O)=O)C(C=O)(C=C)O)=O,,,4,1,2,0,2
5834_1,,,,2,2,1,3
5836_0,,,,2,2,1,3
C(C(C=C)(CC(C(CC=O)=O)=O)O)=O,,,4,1,1,0,1
5838_0,,,,2,2,1,3
C(C(C(C(C)=O)=O)C(C=CC=O)O)=O,,,4,1,2,0,2
5838_1,,,,2,2,1,3
5840_0,,,,2,2,1,3
C(CC(C(CC(C=CC=O)O)=O)=O)=O,,,4,1,1,0,1
5842_0,,,,2,2,1,3
C(C(C(C(C)=O)=O)C(C(C)O)O)=O,,,4,1,2,0,2
5842_1,,,,2,2,1,3
5844_0,,,,2,2,1,3
C(CC(C(CC(C(C)O)O)=O)=O)=O,,,4,1,1,0,1
5846_0,,,,2,2,1,3
C(C)(C(C)(CC(C(C)=O)=O)O)=O,,,4,1,1,0,1
5848_0,,,,2,2,1,3
C(CC(C)(CC(C(C)=O)=O)O)=O,,,4,1,1,0,1
5850_0,,,,2,2,1,3
C(C)(CC(CC(C(C)=O)=O)O)=O,,,4,1,1,0,1
5852_0,,,,2,2,1,3
C(C)(C(C)(CC(CC=O)=O)O)=O,,,4,1,1,0,1
5854_0,,,,2,2,1,3
C(C(C(C)=O)C(C(C)=O)(C)O)=O,,,4,1,2,0,2
5854_1,,,,2,2,1,3
5856_0,,,,2,2,1,3
C(C(C)=O)(CC1(COC(C1)O)O)=O,,,4,1,1,0,1
5858_0,,,,2,2,1,3
C(C)(C(C)(C1C(COC1O)=O)O)=O,,,4,1,2,0,2
5858_1,,,,2,2,1,3
5860_0,,,,2,2,1,3
C(C)(C(C)(C1C(CC(O1)O)=O)O)=O,,,4,1,2,0,2
5860_1,,,,2,2,1,3
5862_0,,,,2,2,1,3
C(C(C)=O)(CC(C)(CCO)O)=O,,,4,1,1,0,1
5864_0,,,,2,2,1,3
C(C)(C(C)(CC(CCO)=O)O)=O,,,4,1,1,0,1
5866_0,,,,2,2,1,3
C(C)(C(CO)C(C(C)=O)(C)O)=O,,,4,1,2,0,2
5866_1,,,,2,2,1,3
5868_0,,,,2,2,1,3
C(C(C(CC(C(C)=O)=O)O)=O)(C)=O,,,4,1,1,0,1
5870_0,,,,2,2,1,3
C(C(C(C)=O)(CC(C(C)=O)=O)O)=O,,,4,1,1,0,1
5872_0,,,,2,2,1,3
C(C(CC(C(C=O)=O)(C)O)=O)(C)=O,,,4,1,1,0,1
5874_0,,,,2,2,1,3
C(C)(C(C)(CC(C(C=O)=O)=O)O)=O,,,4,1,1,0,1
5876_0,,,,2,2,1,3
C(C(C(CC(C(C)=O)=O)O)=O)=O,,,4,1,3,0,3
5878_0,,,,2,2,1,3
C(C(C=O)(CC(C(C)=O)=O)O)=O,,,4,1,2,0,2
5880_0,,,,2,2,1,3
C=CC(C(CC(C(C)=O)=O)O)=O,,,4,1,1,0,1
5882_0,,,,2,2,1,3
C(C(C=C)(CC(C(C)=O)=O)O)=O,,,4,1,2,0,2
5884_0,,,,2,2,1,3
C(C(CO)(CC(C(C)=O)=O)O)=C,,,4,1,1,0,1
5886_0,,,,2,2,1,3
C(C)(C(C)(C(C(C=C)=O)O)O)=O,,,4,1,2,0,2
5886_1,,,,2,2,1,3
5888_0,,,,2,2,1,3
C(C(CC(C(C)=O)=O)O)=CC=O,,,4,1,2,0,2
5890_0,,,,2,2,1,3
C(C(C)=O)(CC(C(C)O)O)=O,,,4,1,1,0,1
5892_0,,,,2,2,1,3
C(C(C)=O)(CC1(COCC1O)O)=O,,,4,1,1,0,1
5894_0,,,,2,2,1,3
C(C)(C(C)(C1C(C(CO1)O)=O)O)=O,,,4,1,2,0,2
5894_1,,,,2,2,1,3
5896_0,,,,2,2,1,3
C(C(C)=O)(CC1(C(O)OCC1)O)=O,,,4,1,1,0,1
5898_0,,,,2,2,1,3
C(C)(C(C)(C1C(C(O)OC1)=O)O)=O,,,4,1,2,0,2
5898_1,,,,2,2,1,3
5900_0,,,,2,2,1,3
C(CC(CC(C)(CC=O)O)=O)=O,,,4,1,1,0,1
5902_0,,,,2,2,1,3
C(CC(C)(C(C=O)C(C)=O)O)=O,,,4,1,2,0,2
5902_1,,,,2,2,1,3
5904_0,,,,2,2,1,3
C(CC(CC(C)=O)O)(CC=O)=O,,,4,1,1,0,1
5906_0,,,,2,2,1,3
C(C(C(C)=O)C(CC(C)=O)O)=O,,,4,1,2,0,2
5906_1,,,,2,2,1,3
5908_0,,,,2,2,1,3
C(CC(CC1(COC(C1)O)O)=O)=O,,,4,1,2,0,2
5910_0,,,,2,2,1,3
C(C(C(C)=O)C1(COC(C1)O)O)=O,,,4,1,2,0,2
5910_1,,,,2,2,1,3
5912_0,,,,2,2,1,3
C(CC(C)(C1C(COC1O)=O)O)=O,,,4,1,2,0,2
5912_1,,,,2,2,1,3
5914_0,,,,2,2,1,3
C(C)(CC(C1C(COC1O)=O)O)=O,,,4,1,2,0,2
5914_1,,,,2,2,1,3
5916_0,,,,2,2,1,3
C(CC(C)(C1C(CC(O1)O)=O)O)=O,,,4,1,4,0,4
5916_1,,,,2,2,1,3
5918_0,,,,2,2,1,3
C1(C(C(CC(C)=O)O)OC(C1)O)=O,,,4,1,2,0,2
5918_1,,,,2,2,1,3
5920_0,,,,2,2,1,3
C(CC(CC(C)(CCO)O)=O)=O,,,4,1,1,0,1
5922_0,,,,2,2,1,3
C(C(C(C)=O)C(C)(CCO)O)=O,,,4,1,2,0,2
5922_1,,,,2,2,1,3
5924_0,,,,2,2,1,3
C(CC(C)(CC(CCO)=O)O)=O,,,4,1,1,0,1
5926_0,,,,2,2,1,3
C(CCO)(CC(CC(C)=O)O)=O,,,4,1,1,0,1
5928_0,,,,2,2,1,3
C(CC(C)(C(C(C)=O)CO)O)=O,,,4,1,2,0,2
5928_1,,,,2,2,1,3
5930_0,,,,2,2,1,3
C(C)(C(CO)C(CC(C)=O)O)=O,,,4,1,2,0,2
5930_1,,,,2,2,1,3
5932_0,,,,2,2,1,3
C(CC(CC(C(C(C)=O)=O)O)=O)=O,,,4,1,1,0,1
5934_0,,,,2,2,1,3
C(C(C(C)=O)C(C(C(C)=O)=O)O)=O,,,4,1,2,0,2
5934_1,,,,2,2,1,3
5936_0,,,,2,2,1,3
C(C(C(C)=O)(CC(CC=O)=O)O)=O,,,4,1,1,0,1
5938_0,,,,2,2,1,3
C(C(C(C)=O)C(C=O)(C(C)=O)O)=O,,,4,1,2,0,2
5938_1,,,,2,2,1,3
5940_0,,,,2,2,1,3
C(CC(CC(C(C=O)=O)(C)O)=O)=O,,,4,1,1,0,1
5942_0,,,,2,2,1,3
C(C(C(C)=O)C(C(C=O)=O)(C)O)=O,,,4,1,2,0,2
5942_1,,,,2,2,1,3
5944_0,,,,2,2,1,3
C(CC(C)(CC(C(C=O)=O)=O)O)=O,,,4,1,2,0,2
5946_0,,,,2,2,1,3
C(C)(CC(CC(C(C=O)=O)=O)O)=O,,,4,1,1,0,1
5948_0,,,,2,2,1,3
C(CC(CC(C(C=O)=O)O)=O)=O,,,4,1,3,0,3
5950_0,,,,2,2,1,3
C(C(C(C)=O)C(C(C=O)=O)O)=O,,,4,1,3,0,3
5950_1,,,,2,2,1,3
5952_0,,,,2,2,1,3
C(C(C=O)(CC(CC=O)=O)O)=O,,,4,1,2,0,2
5954_0,,,,2,2,1,3
C(C(C(C)=O)C(C=O)(C=O)O)=O,,,4,1,2,0,2
5954_1,,,,2,2,1,3
5956_0,,,,2,2,1,3
C(CC(CC(C(C=C)=O)O)=O)=O,,,4,1,2,0,2
5958_0,,,,2,2,1,3
C(C(C(C)=O)C(C(C=C)=O)O)=O,,,4,1,3,0,3
5958_1,,,,2,2,1,3
5960_0,,,,2,2,1,3
C(C(C=C)(CC(CC=O)=O)O)=O,,,4,1,2,0,2
5962_0,,,,2,2,1,3
C(C(C(C)=O)C(C=O)(C=C)O)=O,,,4,1,2,0,2
5962_1,,,,2,2,1,3
5964_0,,,,2,2,1,3
C(CC(CC(C=C)(CO)O)=O)=O,,,4,1,1,0,1
5966_0,,,,2,2,1,3
C(C(C(C)=O)C(C=C)(CO)O)=O,,,4,1,2,0,2
5966_1,,,,2,2,1,3
5968_0,,,,2,2,1,3
C(CC(C)(C(C(C=C)=O)O)O)=O,,,4,1,2,0,2
5968_1,,,,2,2,1,3
5970_0,,,,2,2,1,3
C(C)(CC(C(C(C=C)=O)O)O)=O,,,4,1,2,0,2
5970_1,,,,2,2,1,3
5972_0,,,,2,2,1,3
C(CC(CC(C=CC=O)O)=O)=O,,,4,1,3,0,3
5974_0,,,,2,2,1,3
C(C(C(C)=O)C(C=CC=O)O)=O,,,4,1,3,0,3
5974_1,,,,2,2,1,3
5976_0,,,,2,2,1,3
C(CC(CC(C(C)O)O)=O)=O,,,4,1,1,0,1
5978_0,,,,2,2,1,3
C(C(C(C)=O)C(C(C)O)O)=O,,,4,1,2,0,2
5978_1,,,,2,2,1,3
5980_0,,,,2,2,1,3
C(CC(CC1(COCC1O)O)=O)=O,,,4,1,1,0,1
5982_0,,,,2,2,1,3
C(C(C(C)=O)C1(COCC1O)O)=O,,,4,1,2,0,2
5982_1,,,,2,2,1,3
5984_0,,,,2,2,1,3
C(CC(C)(C1C(C(CO1)O)=O)O)=O,,,4,1,2,0,2
5984_1,,,,2,2,1,3
5986_0,,,,2,2,1,3
C1(C(C(CC(C)=O)O)OCC1O)=O,,,4,1,2,0,2
5986_1,,,,2,2,1,3
5988_0,,,,2,2,1,3
C(CC(CC1(C(O)OCC1)O)=O)=O,,,4,1,1,0,1
5990_0,,,,2,2,1,3
C(C(C(C)=O)C1(C(O)OCC1)O)=O,,,4,1,2,0,2
5990_1,,,,2,2,1,3
5992_0,,,,2,2,1,3
C(CC(C)(C1C(C(O)OC1)=O)O)=O,,,4,1,2,0,2
5992_1,,,,2,2,1,3
5994_0,,,,2,2,1,3
C(C)(CC(C1C(C(O)OC1)=O)O)=O,,,4,1,2,0,2
5994_1,,,,2,2,1,3
5996_0,,,,2,2,1,3
C1(COC(C1C(C)(CCO)O)O)=O,,,4,1,2,0,2
5996_1,,,,2,2,1,3
5998_0,,,,2,2,1,3
C1(C(C(C)(CCO)O)OC(C1)O)=O,,,4,1,2,0,2
5998_1,,,,2,2,1,3
6000_0,,,,2,2,1,3
C(CC1(COC(C1)O)O)(CCO)=O,,,4,1,1,0,1
6002_0,,,,2,2,1,3
C(C)(C(CO)C1(COC(C1)O)O)=O,,,4,1,2,0,2
6002_1,,,,2,2,1,3
6004_0,,,,2,2,1,3
C1(COC(C1C(C(C=O)=O)O)O)=O,,,4,1,2,0,2
6004_1,,,,2,2,1,3
6006_0,,,,2,2,1,3
C1(C(C(C(C=O)=O)O)OC(C1)O)=O,,,4,1,2,0,2
6006_1,,,,2,2,1,3
6008_0,,,,2,2,1,3
C(C(C=O)(C1C(COC1O)=O)O)=O,,,4,1,2,0,2
6008_1,,,,2,2,1,3
6010_0,,,,2,2,1,3
C(C(C=O)(C1C(CC(O1)O)=O)O)=O,,,4,1,2,0,2
6010_1,,,,2,2,1,3
6012_0,,,,2,2,1,3
C1(COC(C1C(C(C=C)=O)O)O)=O,,,4,1,2,0,2
6012_1,,,,2,2,1,3
6014_0,,,,2,2,1,3
C1(C(C(C(C=C)=O)O)OC(C1)O)=O,,,4,1,2,0,2
6014_1,,,,2,2,1,3
6016_0,,,,2,2,1,3
C(C(C=C)(C1C(COC1O)=O)O)=O,,,4,1,2,0,2
6016_1,,,,2,2,1,3
6018_0,,,,2,2,1,3
C(C(C=C)(C1C(CC(O1)O)=O)O)=O,,,4,1,2,0,2
6018_1,,,,2,2,1,3
6020_0,,,,2,2,1,3
C1(COC(C1C(C=C)(CO)O)O)=O,,,4,1,2,0,2
6020_1,,,,2,2,1,3
6022_0,,,,2,2,1,3
C1(C(C(C=C)(CO)O)OC(C1)O)=O,,,4,1,2,0,2
6022_1,,,,2,2,1,3
6024_0,,,,2,2,1,3
C=CC(C(C1(COC(C1)O)O)O)=O,,,4,1,2,0,2
6024_1,,,,2,2,1,3
6026_0,,,,2,2,1,3
C1(COC(C1C(C=CC=O)O)O)=O,,,4,1,2,0,2
6026_1,,,,2,2,1,3
6028_0,,,,2,2,1,3
C1(C(C(C=CC=O)O)OC(C1)O)=O,,,4,1,2,0,2
6028_1,,,,2,2,1,3
6030_0,,,,2,2,1,3
C1(COC(C1C(C(C)O)O)O)=O,,,4,1,2,0,2
6030_1,,,,2,2,1,3
6032_0,,,,2,2,1,3
C1(C(C(C(C)O)O)OC(C1)O)=O,,,4,1,2,0,2
6032_1,,,,2,2,1,3
6034_0,,,,2,2,1,3
C(CC(C)(CCO)O)(CCO)=O,,,4,1,1,0,1
6036_0,,,,2,2,1,3
C(C)(C(CO)C(C)(CCO)O)=O,,,4,1,2,0,2
6036_1,,,,2,2,1,3
6038_0,,,,2,2,1,3
C(CC(C(C(C)=O)=O)O)(CCO)=O,,,4,1,1,0,1
6040_0,,,,2,2,1,3
C(C)(C(CO)C(C(C(C)=O)=O)O)=O,,,4,1,2,0,2
6040_1,,,,2,2,1,3
6042_0,,,,2,2,1,3
C(C)(C(C=O)(CC(CCO)=O)O)=O,,,4,1,1,0,1
6044_0,,,,2,2,1,3
C(C(C(C)=O)(C(C(C)=O)CO)O)=O,,,4,1,2,0,2
6044_1,,,,2,2,1,3
6046_0,,,,2,2,1,3
C(CC(C(C=O)=O)(C)O)(CCO)=O,,,4,1,1,0,1
6048_0,,,,2,2,1,3
C(C)(C(CO)C(C(C=O)=O)(C)O)=O,,,4,1,2,0,2
6048_1,,,,2,2,1,3
6050_0,,,,2,2,1,3
C(C(C(CC(C)(CCO)O)=O)=O)=O,,,4,1,1,0,1
6052_0,,,,2,2,1,3
C(CC(C(C=O)=O)O)(CCO)=O,,,4,1,3,0,3
6054_0,,,,2,2,1,3
C(C)(C(CO)C(C(C=O)=O)O)=O,,,4,1,5,0,5
6054_1,,,,2,2,1,3
6056_0,,,,2,2,1,3
C(C(C=O)(CC(CCO)=O)O)=O,,,4,1,1,0,1
6058_0,,,,2,2,1,3
C(C(C=O)(C(C(C)=O)CO)O)=O,,,4,1,2,0,2
6058_1,,,,2,2,1,3
6060_0,,,,2,2,1,3
C(CC(C(C=C)=O)O)(CCO)=O,,,4,1,1,0,1
6062_0,,,,2,2,1,3
C(C)(C(CO)C(C(C=C)=O)O)=O,,,4,1,2,0,2
6062_1,,,,2,2,1,3
6064_0,,,,2,2,1,3
C(C(C=C)(CC(CCO)=O)O)=O,,,4,1,1,0,1
6066_0,,,,2,2,1,3
C(C(C=C)(C(C(C)=O)CO)O)=O,,,4,1,2,0,2
6066_1,,,,2,2,1,3
6068_0,,,,2,2,1,3
C(CC(C=C)(CO)O)(CCO)=O,,,4,1,1,0,1
6070_0,,,,2,2,1,3
C(C)(C(CO)C(C=C)(CO)O)=O,,,4,1,2,0,2
6070_1,,,,2,2,1,3
6072_0,,,,2,2,1,3
C=CC(C(C(C)(CCO)O)O)=O,,,4,1,2,0,2
6072_1,,,,2,2,1,3
6074_0,,,,2,2,1,3
C(CC(C=CC=O)O)(CCO)=O,,,4,1,1,0,1
6076_0,,,,2,2,1,3
C(C)(C(CO)C(C=CC=O)O)=O,,,4,1,2,0,2
6076_1,,,,2,2,1,3
6078_0,,,,2,2,1,3
C(CC(C(C)O)O)(CCO)=O,,,4,1,1,0,1
6080_0,,,,2,2,1,3
C(C)(C(CO)C(C(C)O)O)=O,,,4,1,2,0,2
6080_1,,,,2,2,1,3
6082_0,,,,2,2,1,3
C(CC1(COCC1O)O)(CCO)=O,,,4,1,1,0,1
6084_0,,,,2,2,1,3
C(C)(C(CO)C1(COCC1O)O)=O,,,4,1,2,0,2
6084_1,,,,2,2,1,3
6086_0,,,,2,2,1,3
C1(C(C(C)(CCO)O)OCC1O)=O,,,4,1,2,0,2
6086_1,,,,2,2,1,3
6088_0,,,,2,2,1,3
C(CC1(C(O)OCC1)O)(CCO)=O,,,4,1,1,0,1
6090_0,,,,2,2,1,3
C(C)(C(CO)C1(C(O)OCC1)O)=O,,,4,1,2,0,2
6090_1,,,,2,2,1,3
6092_0,,,,2,2,1,3
C1(C(O)OCC1C(C)(CCO)O)=O,,,4,1,2,0,2
6092_1,,,,2,2,1,3
6094_0,,,,2,2,1,3
C(C(C(C(C)O)O)C(C(O)=O)O)=O,,,4,1,2,0,2
6094_1,,,,2,2,1,3
6096_0,,,,2,2,1,3
C(C(C(CC(C(C=O)=O)=O)O)=O)=O,,,4,1,1,0,1
6098_0,,,,2,2,1,3
C(C(C=O)(CC(C(C=O)=O)=O)O)=O,,,4,1,1,0,1
6100_0,,,,2,2,1,3
C=CC(C(CC(C(C=O)=O)=O)O)=O,,,4,1,1,0,1
6102_0,,,,2,2,1,3
C(C(C=C)(CC(C(C=O)=O)=O)O)=O,,,4,1,1,0,1
6104_0,,,,2,2,1,3
C(C(CO)(CC(C(C=O)=O)=O)O)=C,,,4,1,1,0,1
6105_0,,,,2,2,1,3
6105_1,,,,2,2,1,3
6107_0,,,,2,2,1,3
C(C(C(C)=O)(C(C(C=C)=O)O)O)=O,,,4,1,4,0,4
6107_1,,,,2,2,1,3
6109_0,,,,2,2,1,3
C=CC(C(C(C(C=O)=O)(C)O)O)=O,,,4,1,3,0,3
6109_1,,,,2,2,1,3
6111_0,,,,2,2,1,3
C(C(CC(C(C=O)=O)=O)O)=CC=O,,,4,1,1,0,1
6113_0,,,,2,2,1,3
C(C(C(CC(C(C)O)O)=O)=O)=O,,,4,1,1,0,1
6115_0,,,,2,2,1,3
C=CC(C(C(C(C=O)=O)O)O)=O,,,4,1,5,0,5
6115_1,,,,2,2,1,3
6117_0,,,,2,2,1,3
C(C(C=O)(C(C(C=C)=O)O)O)=O,,,4,1,5,0,5
6117_1,,,,2,2,1,3
6119_0,,,,2,2,1,3
C1(C(C(C(C=O)=O)O)OCC1O)=O,,,4,1,2,0,2
6119_1,,,,2,2,1,3
6121_0,,,,2,2,1,3
C(C(C=O)(C1C(C(CO1)O)=O)O)=O,,,4,1,2,0,2
6121_1,,,,2,2,1,3
6123_0,,,,2,2,1,3
C1(C(O)OCC1C(C(C=O)=O)O)=O,,,4,1,2,0,2
6123_1,,,,2,2,1,3
6125_0,,,,2,2,1,3
C(C(C=O)(C1C(C(O)OC1)=O)O)=O,,,4,1,2,0,2
6125_1,,,,2,2,1,3
6127_0,,,,2,2,1,3
C=CC(C(C(C(C=CC=O)=O)O)O)=O,,,4,1,2,0,2
6127_1,,,,2,2,1,3
6129_0,,,,2,2,1,3
C(C(C=C)(C(C(C=CC=O)=O)O)O)=O,,,4,1,2,0,2
6129_1,,,,2,2,1,3
6131_0,,,,2,2,1,3
C(C(C(C(C=CC=O)=O)O)O)=CC=O,,,4,1,2,0,2
6131_1,,,,2,2,1,3
6133_0,,,,2,2,1,3
C(C=CC(C(C(C(C)O)O)O)=O)=O,,,4,1,2,0,2
6133_1,,,,2,2,1,3
6135_0,,,,2,2,1,3
C=CC(C(C(C(C=C)=O)O)O)=O,,,4,1,2,0,2
6135_1,,,,2,2,1,3
6137_0,,,,2,2,1,3
C(C(C=C)(C(C(C=C)=O)O)O)=O,,,4,1,3,0,3
6137_1,,,,2,2,1,3
6139_0,,,,2,2,1,3
C1(C(C(C(C=C)=O)O)OCC1O)=O,,,4,1,2,0,2
6139_1,,,,2,2,1,3
6141_0,,,,2,2,1,3
C(C(C=C)(C1C(C(CO1)O)=O)O)=O,,,4,1,2,0,2
6141_1,,,,2,2,1,3
6143_0,,,,2,2,1,3
C1(C(O)OCC1C(C(C=C)=O)O)=O,,,4,1,2,0,2
6143_1,,,,2,2,1,3
6145_0,,,,2,2,1,3
C(C(C=C)(C1C(C(O)OC1)=O)O)=O,,,4,1,2,0,2
6145_1,,,,2,2,1,3
6147_0,,,,2,2,1,3
C(C(CO)(C(C(C=C)=O)O)O)=C,,,4,1,2,0,2
6147_1,,,,2,2,1,3
6149_0,,,,2,2,1,3
C=CC(C(C(C=CC=O)O)O)=O,,,4,1,3,0,3
6149_1,,,,2,2,1,3
6151_0,,,,2,2,1,3
C=CC(C(C(C(C)O)O)O)=O,,,4,1,2,0,2
6151_1,,,,2,2,1,3
6153_0,,,,2,2,1,3
C=CC(C(C1(COCC1O)O)O)=O,,,4,1,2,0,2
6153_1,,,,2,2,1,3
6155_0,,,,2,2,1,3
C1(C(C(C=C)(CO)O)OCC1O)=O,,,4,1,2,0,2
