,Gen,ID,nC,nH,nO,MW,nAcid,nBase,nHBAcc,nHBDon
0,0,C(CN)(O)=O,2,5,2,75.0320284,1,1,2,2
1,0,C(C(C(C(C(CO)O)O)O)O)=O,6,12,6,180.063388104,0,0,6,5
2,0,O,0,2,1,18.010564684,0,0,0,0
3,1,C(CO)=O,2,4,2,60.021129368000004,0,0,2,1
4,1,C(C(C(CO)O)O)=O,4,8,4,120.04225873600001,0,0,4,3
5,1,C(CO)(C(C(C(CO)O)O)O)=O,6,12,6,180.063388104,0,0,6,5
6,1,C(C(C(C(C(CO)O)O)O)O)(O)=O,6,12,7,196.05830272400001,1,0,6,6
7,1,C(C(C(C(C(CO)O)O)O)O)O,6,14,6,182.079038168,0,0,6,6
8,1,CN,1,5,0,31.042199159999996,0,1,1,1
9,1,C(=O)=O,1,0,2,43.98982924,0,0,2,0
10,1,C(C(CC(C(CO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
11,1,C(CC(C(C(CO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
12,1,C(C(C(CC(CO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
13,1,C(CC(C=O)O)(C(CO)O)=O,6,10,5,162.05282342,0,0,5,3
14,1,C(C(C(C=O)O)O)(CCO)=O,6,10,5,162.05282342,0,0,5,3
15,1,C(C(C(CC(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
16,1,C(C(C(C(C(C)=O)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
17,1,C(CC(C(C(C=O)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
18,1,C(C(C1C(C(C(O)O1)O)O)O)O,6,12,6,180.063388104,0,0,6,5
19,1,C(C1C(C(C(C(O)O1)O)O)O)O,6,12,6,180.063388104,0,0,6,5
20,1,C1C(C(C(C(C(O)O1)O)O)O)O,6,12,6,180.063388104,0,0,6,5
21,1,C(C(C(C(C(CN)O)O)O)O)O,6,15,5,181.09502258,0,1,6,6
22,1,C(C(O)=O)=O,2,2,3,74.00039392400001,1,0,2,1
23,1,C=O,1,2,1,30.010564684,0,0,1,0
24,2,C1(C(C(C(C1CO)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
25,2,C1(C(C(C(C(C1)O)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
26,2,C(C1C(C(C(C1O)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
27,2,C(C(C=O)O)(O)=O,3,4,4,104.01095860800001,1,0,3,2
28,2,C(C(C(C=O)O)O)(O)=O,4,6,5,134.021523292,1,0,4,3
29,2,C(C(CO)O)=O,3,6,3,90.031694052,0,0,3,2
30,2,C(C(C(CO)C(C(CO)O)O)=O)=O,7,12,6,192.063388104,0,0,6,4
31,2,C(C(C(C(C(CO)O)O)=O)CO)=O,7,12,6,192.063388104,0,0,6,4
32,2,C(C(C(C(CO)C(CO)O)=O)O)=O,7,12,6,192.063388104,0,0,6,4
33,2,C(C(CO)C(C=O)O)(C(CO)O)=O,7,12,6,192.063388104,0,0,6,4
34,2,C(C(C(C=O)O)O)(C(CO)CO)=O,7,12,6,192.063388104,0,0,6,4
35,2,C(C(C(C(C(CO)=O)CO)O)O)=O,7,12,6,192.063388104,0,0,6,4
36,2,C(C(CO)O)(CC(C(C=O)O)O)=O,7,12,6,192.063388104,0,0,6,4
37,2,C(C(C(C(C=O)O)O)O)(CCO)=O,7,12,6,192.063388104,0,0,6,4
38,2,C(C(CO)C(C(C(C=O)O)O)O)=O,7,12,6,192.063388104,0,0,6,4
39,2,C(C(CC(C(CO)O)O)O)(O)=O,6,12,6,180.063388104,1,0,5,5
40,2,C(C(C(C(C(CO)O)O)O)=O)=O,6,10,6,178.04773804,0,0,6,4
41,2,C(CO)(CO)=O,3,6,3,90.031694052,0,0,3,2
42,2,C(C(C)=O)=O,3,4,2,72.021129368,0,0,2,0
43,2,C(CC(CO)=O)=O,4,6,3,102.031694052,0,0,3,1
44,2,C(C(C(C)=O)O)=O,4,6,3,102.031694052,0,0,3,1
45,2,C(C=O)=O,2,2,2,58.005479304000005,0,0,2,0
46,2,C(C)(C(CO)O)=O,4,8,3,104.047344116,0,0,3,2
47,2,C(C(CC(CO)=O)O)=O,5,8,4,132.042258736,0,0,4,2
48,2,C(C(CCO)=O)=O,4,6,3,102.031694052,0,0,3,1
49,2,C(CO)(CCO)=O,4,8,3,104.047344116,0,0,3,2
50,2,C(C(C(C(C)=O)O)O)=O,5,8,4,132.042258736,0,0,4,2
51,2,C(C(C=O)O)=O,3,4,3,88.016043988,0,0,3,1
52,2,C(C)(CO)=O,3,6,2,74.036779432,0,0,2,1
53,2,C(CC(C=O)O)=O,4,6,3,102.031694052,0,0,3,1
54,2,C(C(C(C=O)O)O)=O,4,6,4,118.02660867200001,0,0,4,2
55,2,C(C)=O,2,4,1,44.026214748,0,0,1,0
56,2,C(CO)(C(CO)O)=O,4,8,4,120.04225873600001,0,0,4,3
57,2,C(C(C(CO)O)O)(C(CO)O)=O,6,12,6,180.063388104,0,0,6,5
58,2,C(CC(C(C(CO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
59,2,C(C(CO)=O)(CC(CO)O)=O,6,10,5,162.05282342,0,0,5,3
60,2,C(C(C(CC(CO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
61,2,C(C(CO)O)(CC(CO)=O)=O,6,10,5,162.05282342,0,0,5,3
62,2,C(C(CC(C(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
63,2,C(CCO)(C(C(CO)=O)O)=O,6,10,5,162.05282342,0,0,5,3
64,2,C(C(C(C(CCO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
65,2,C(CO)(C(CC(CO)=O)O)=O,6,10,5,162.05282342,0,0,5,3
66,2,C(C(C(CC(C=O)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
67,2,C(C)(C(C(C(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
68,2,C(C(C(C=O)O)O)(C(C)O)=O,6,10,5,162.05282342,0,0,5,3
69,2,C(CC(C(C(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
70,2,C(CNC)=O,3,7,1,73.052763844,0,1,2,1
71,2,C(CNC)(C(CO)O)=O,5,11,3,133.073893212,0,1,4,3
72,2,C(C(C(C(C(CO)O)O)O)NC)=O,7,15,5,193.09502258,0,1,6,5
73,2,C(C(C(CO)O)O)(C(CO)NC)=O,7,15,5,193.09502258,0,1,6,5
74,2,C(CC(C(C(CO)O)=O)NC)=O,7,13,4,175.084457896,0,1,5,3
75,2,C(C(CNC)=O)(CC(CO)O)=O,7,13,4,175.084457896,0,1,5,3
76,2,C(C(C(CC(CO)O)NC)=O)=O,7,13,4,175.084457896,0,1,5,3
77,2,C(C(CO)O)(CC(CNC)=O)=O,7,13,4,175.084457896,0,1,5,3
78,2,C(C(CC(C(CO)=O)NC)O)=O,7,13,4,175.084457896,0,1,5,3
79,2,C(CCO)(C(C(CNC)=O)O)=O,7,13,4,175.084457896,0,1,5,3
80,2,C(C(C(C(CCO)NC)=O)O)=O,7,13,4,175.084457896,0,1,5,3
