,Gen,ID,nC,nH,nO,MW,nAcid,nBase,nHBAcc,nHBDon
44,3,C(CC(CC=O)O)(O)=O,5,8,4,132.042258736,1,0,3,2
45,3,C(CC(CC(C(O)=O)=O)O)(O)=O,6,8,6,176.032087976,2,0,4,3
46,3,C(C(C=O)C(C(CO)=O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
47,3,C(C(C=O)C(C=O)(CO)O)(O)=O,6,8,6,176.032087976,1,0,5,3
48,3,C(C(C=O)CO)(O)=O,4,6,4,118.02660867200001,1,0,3,2
49,3,C(C(C(O)=O)C(O)=O)=O,4,4,5,132.005873228,2,0,3,2
50,3,C(C(C=O)C(C(O)=O)(C)O)(O)=O,6,8,6,176.032087976,2,0,4,3
51,3,C(C(C)(CC(CC=O)O)O)(O)=O,7,12,5,176.068473484,1,0,4,3
52,3,C(C(CO)C(C(O)=O)(C)O)=O,6,10,5,162.05282342,1,0,4,3
53,3,C(CC(C(O)=O)(CC=O)O)(O)=O,6,8,6,176.032087976,2,0,4,3
54,3,C(C(C(C(O)=O)=O)CO)(O)=O,5,6,6,162.01643791200001,2,0,4,3
55,3,C(C(C(O)=O)C(C(O)=O)=O)(O)=O,5,4,7,175.99570246800002,3,0,4,3
56,3,C(C(C(C(C(C)=O)=O)CO)=O)(O)=O,7,8,6,188.032087976,1,0,5,2
57,3,C(C(CC(C(CCO)=O)=O)=O)(O)=O,7,8,6,188.032087976,1,0,5,2
58,3,C(CO)(C(C(C(C=O)=O)O)O)=O,6,8,6,176.032087976,0,0,6,3
59,3,C(CC(C(CO)=O)O)=O,5,8,4,132.042258736,0,0,4,2
60,3,C(CO)(C(CC(C(O)=O)=O)O)=O,6,8,6,176.032087976,1,0,5,3
61,3,C(C(CO)(C(C(C=O)=O)O)O)=O,6,8,6,176.032087976,0,0,6,3
62,3,C(C(CO)(CC=O)O)=O,5,8,4,132.042258736,0,0,4,2
63,3,C(C(CO)(CC(C(O)=O)=O)O)=O,6,8,6,176.032087976,1,0,5,3
64,3,C(C(C(CO)O)=O)=O,4,6,4,118.02660867200001,0,0,4,2
65,3,C(C(C(C(C)O)O)=O)=O,5,8,4,132.042258736,0,0,4,2
66,3,C(C(C(C=O)=O)O)(O)=O,4,4,5,132.005873228,1,0,4,2
67,3,C(C(C)(C(C(C=O)=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
68,3,C=C(C(O)=O)C(C(C(O)=O)=O)CO,7,8,6,188.032087976,2,0,4,3
69,3,C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O,7,8,6,188.032087976,1,0,5,2
70,3,C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O,7,8,6,188.032087976,0,0,6,2
71,3,C(CCO)=O,3,6,2,74.036779432,0,0,2,1
72,3,C(C(CCO)=O)(O)=O,4,6,4,118.02660867200001,1,0,3,2
73,3,C(CC(C(C)=O)=O)=O,5,6,3,114.031694052,0,0,3,0
74,3,C(C(CO)=O)(C(C)O)=O,5,8,4,132.042258736,0,0,4,2
75,3,C(C(C(CO)=O)=O)(O)=O,4,4,5,132.005873228,1,0,4,2
76,3,C(C(C(C(C)=O)=O)(CO)O)(O)=O,6,8,6,176.032087976,1,0,5,3
77,3,C(C(C(C(CO)=O)=O)(C)O)(O)=O,6,8,6,176.032087976,1,0,5,3
78,3,C(C=O)=O,2,2,2,58.005479304000005,0,0,2,0
79,3,C(C(C(C(C(C)=O)=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
80,3,C(C(C)=O)(OC(C(C)=O)=O)=O,6,6,5,158.021523292,0,0,5,0
81,3,C(C(C=O)O)=O,3,4,3,88.016043988,0,0,3,1
82,3,C(O)=O,1,2,2,46.005479304,1,0,1,1
83,3,CC(CCO)O,4,10,2,90.06807956,0,0,2,2
84,3,C(CCO)(O)=O,3,6,3,90.031694052,1,0,2,2
85,3,C(C(C)(CCO)O)(O)=O,5,10,4,134.0579088,1,0,3,3
86,3,C(CO)(CO)=O,3,6,3,90.031694052,0,0,3,2
87,3,CO,1,4,1,32.026214748,0,0,1,1
88,3,CCO,2,6,1,46.041864812,0,0,1,1
89,3,C(CC(C)O)(O)=O,4,8,3,104.047344116,1,0,2,2
90,3,C(CC(O)=O)(O)=O,3,4,4,104.01095860800001,2,0,2,2
91,3,C(C(C)(CC(O)=O)O)(O)=O,5,8,5,148.037173356,2,0,3,3
92,3,C(C(CO)=O)(O)=O,3,4,4,104.01095860800001,1,0,3,2
93,3,C(C)(O)=O,2,4,2,60.021129368000004,1,0,1,1
94,3,C(C(CO)(C(CC(C)O)O)O)(O)=O,7,14,6,194.079038168,1,0,5,5
95,3,C(C(CO)(C(CC(O)=O)O)O)(O)=O,6,10,7,194.04265266000002,2,0,5,5
96,3,C(C(CO)(C(C(CO)=O)O)O)(O)=O,6,10,7,194.04265266000002,1,0,6,5
97,3,C(C(CO)(C(C=O)(CO)O)O)(O)=O,6,10,7,194.04265266000002,1,0,6,5
98,3,C(C(CO)(CO)O)(O)=O,4,8,5,136.037173356,1,0,4,4
99,3,C(C(C(CC(C)O)O)O)(O)=O,6,12,5,164.068473484,1,0,4,4
100,3,C(CC(C(C(O)=O)O)O)(O)=O,5,8,6,164.032087976,2,0,4,4
101,3,C(C(C(C(CO)=O)O)O)(O)=O,5,8,6,164.032087976,1,0,5,4
102,3,C(C(CO)(C(C(O)=O)O)O)=O,5,8,6,164.032087976,1,0,5,4
103,3,C(C(C(C)O)O)(O)=O,4,8,4,120.04225873600001,1,0,3,3
104,3,C(C(C(O)=O)O)(O)=O,3,4,5,120.00587322800001,2,0,3,3
105,3,C(C(C)(C(C(O)=O)O)O)(O)=O,5,8,6,164.032087976,2,0,4,4
106,3,C(C(C)O)(O)=O,3,6,3,90.031694052,1,0,2,2
107,3,C(C(C=O)(C)O)(O)=O,4,6,4,118.02660867200001,1,0,3,2
108,3,C(C(C=O)O)(O)=O,3,4,4,104.01095860800001,1,0,3,2
109,3,C(C(C(C)=O)CO)(O)=O,5,8,4,132.042258736,1,0,3,2
110,3,C(C(C(CC(O)=O)=O)(C)O)(O)=O,6,8,6,176.032087976,2,0,4,3
111,3,C(C(C(C(C(O)=O)O)=O)C)(O)=O,6,8,6,176.032087976,2,0,4,3
112,3,C(C)=CC=O,4,6,1,70.041864812,0,0,1,0
113,3,C(CC=C)=O,4,6,1,70.041864812,0,0,1,0
114,3,C(C)=CC(C(O)=O)=O,5,6,3,114.031694052,1,0,2,1
115,3,C=CCC(C(O)=O)=O,5,6,3,114.031694052,1,0,2,1
116,3,C(CC(C(O)=O)=C)=O,5,6,3,114.031694052,1,0,2,1
117,3,C(C=C(C(O)=O)C)=O,5,6,3,114.031694052,1,0,2,1
118,3,C(C(C=C)(CO)O)(O)=O,5,8,4,132.042258736,1,0,3,3
119,3,C(C(C(C(O)=O)=C)(CO)O)(O)=O,6,8,6,176.032087976,2,0,4,4
120,3,C(C(C(C(C(O)=O)=C)O)O)(O)=O,6,8,6,176.032087976,2,0,4,4
121,3,C1(C(C=C(C(O)=O)O1)(C)O)=O,6,6,5,158.021523292,1,0,4,2
122,3,C(C1(C=C(C(O1)=O)C)O)(O)=O,6,6,5,158.021523292,1,0,4,2
123,3,C(C1(CC(C(O1)=O)=C)O)(O)=O,6,6,5,158.021523292,1,0,4,2
124,3,C1(C(C)=CC(C(O1)=O)=O)=O,6,4,4,140.010958608,0,0,4,0
125,3,C=C1C(OC(C(C1)=O)=O)=O,6,4,4,140.010958608,0,0,4,0
126,3,CC(C(CO)O)O,4,10,3,106.06299418,0,0,3,3
127,3,C(C(C(C(C)O)O)O)(O)=O,5,10,5,150.05282342,1,0,4,4
128,3,C(C(C)(C(CO)O)O)(O)=O,5,10,5,150.05282342,1,0,4,4
129,3,C(C(C(C(O)=O)O)O)(O)=O,4,6,6,150.01643791200001,2,0,4,4
130,3,C(C(CO)O)(CC(C(O)=O)=O)=O,6,8,6,176.032087976,1,0,5,3
131,3,C(C)(C(C(C(C(O)=O)=O)O)O)=O,6,8,6,176.032087976,1,0,5,3
132,3,C(C1(C)C(C(C(O1)=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
133,3,C1(C(C)(C(C(C(O1)=O)O)O)O)=O,6,8,6,176.032087976,0,0,6,3
134,3,C(C(C)C(C(C(O)=O)=O)O)(O)=O,6,8,6,176.032087976,2,0,4,3
135,3,C(C(CO)CC(C(O)=O)=O)(O)=O,6,8,6,176.032087976,2,0,4,3
136,3,C1(C(C)(CC(O)O1)O)=O,5,8,4,132.042258736,0,0,4,2
137,3,C(C)(C1(CC(C(O1)=O)=O)O)=O,6,6,5,158.021523292,0,0,5,1
138,3,C1(C2(C)CC(C(O2)=O)(O)O1)=O,6,6,5,158.021523292,0,0,5,1
139,3,C1(C(C)(O)OC(C(C1)=O)=O)=O,6,6,5,158.021523292,0,0,5,1
140,3,C1(C(OC(C)C1)=O)=O,5,6,3,114.031694052,0,0,3,0
141,3,C1(CC(C(O1)=O)=O)=O,4,2,4,113.99530854400001,0,0,4,0
142,3,C1(C(C)(C(C(O)=O)(CO1)O)O)=O,6,8,6,176.032087976,1,0,5,3
143,3,C1(C(CO)(C(C(O1)=O)(C)O)O)=O,6,8,6,176.032087976,0,0,6,3
144,3,C1(C(C)(C(C(C(O)=O)O1)O)O)=O,6,8,6,176.032087976,1,0,5,3
145,4,C1(C(C(C(C1O)O)C(C)O)O)=O,7,12,5,176.068473484,0,0,5,4
146,4,C(C1C(C(C(C1O)=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,4
147,4,C(C1(CC(C(C1CO)=O)=O)O)(O)=O,7,8,6,188.032087976,1,0,5,3
148,4,C1(C(C(C(C(C1O)O)=O)O)O)=O,6,8,6,176.032087976,0,0,6,4
149,4,C(C1(C(C(C(C1O)=O)O)O)O)=O,6,8,6,176.032087976,0,0,6,4
150,4,C1(C(C(CC1O)O)O)=O,5,8,4,132.042258736,0,0,4,3
151,4,C(C1(CC(C(C1O)=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,4
152,4,C1(C(CC(C1)O)=O)=O,5,6,3,114.031694052,0,0,3,1
153,4,C(C1(C(C(C(C1)=O)O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,4
154,4,C1(C2(CC(C(C2)=O)(O)O1)O)=O,6,6,5,158.021523292,0,0,5,2
155,4,C(CC(CC(CC(C)O)O)O)=O,8,16,4,176.104858992,0,0,4,3
156,4,C(C(C(CC(C)O)O)C(C=O)O)=O,8,14,5,190.084123548,0,0,5,3
157,4,C(C(CO)C(CC(C)O)O)=O,7,14,4,162.089208928,0,0,4,3
158,4,C(C(CO)C(C(CO)C(C)O)O)=O,8,16,5,192.099773612,0,0,5,4
159,4,C(C(C=C)C(C(CO)C(C)O)O)=O,9,16,4,188.104858992,0,0,4,3
160,4,C(CC(C(CO)C(C)O)O)=O,7,14,4,162.089208928,0,0,4,3
161,4,C(CC(C(C(C)O)C(C)O)O)=O,8,16,4,176.104858992,0,0,4,3
162,4,C(C(C(CC=O)O)C(C)O)(O)=O,7,12,5,176.068473484,1,0,4,3
163,4,C(CC(CC(CC=O)O)O)(O)=O,7,12,5,176.068473484,1,0,4,3
164,4,C(CC(C(C=O)C(C=O)O)O)(O)=O,7,10,6,190.04773804,1,0,5,3
165,4,C(C(CO)C(CC(O)=O)O)=O,6,10,5,162.05282342,1,0,4,3
166,4,C(C(CO)C(C(C=O)CO)O)(O)=O,7,12,6,192.063388104,1,0,5,4
167,4,C(C(C=C)C(C(C(O)=O)CO)O)=O,8,12,5,188.068473484,1,0,4,3
168,4,C(C(CO)C(CC=O)O)(O)=O,6,10,5,162.05282342,1,0,4,3
169,4,C(C(C(O)=O)C(CC=O)O)(O)=O,6,8,6,176.032087976,2,0,4,3
170,4,C(CC(CC(C(CO)=O)O)O)=O,7,12,5,176.068473484,0,0,5,3
171,4,C(CC(C(CO)(CC=O)O)O)=O,7,12,5,176.068473484,0,0,5,3
172,4,C(C(C(C=O)C(C(CO)=O)O)O)=O,7,10,6,190.04773804,0,0,6,3
173,4,C(C(CO)C(C(CO)=O)O)=O,6,10,5,162.05282342,0,0,5,3
174,4,C(C(C(C(C(CC=O)O)=O)O)O)=O,7,10,6,190.04773804,0,0,6,3
175,4,C(CC(C(C(C(C)O)O)=O)O)=O,7,12,5,176.068473484,0,0,5,3
176,4,C(C(C(C(CC=O)O)=O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
177,4,C(CC(C(C(CO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
178,4,C(C(CO)(CC(CC=O)O)O)=O,7,12,5,176.068473484,0,0,5,3
179,4,C(C(C(C=O)C(C=O)(CO)O)O)=O,7,10,6,190.04773804,0,0,6,3
180,4,C(C(CO)C(C=O)(CO)O)=O,6,10,5,162.05282342,0,0,5,3
181,4,C(C(CO)C(C(C(CO)O)=O)O)=O,7,12,6,192.063388104,0,0,6,4
182,4,C(C(C=C)C(C(C(CO)O)=O)O)=O,8,12,5,188.068473484,0,0,5,3
183,4,C(C(CO)C(C=O)(C(CO)O)O)=O,7,12,6,192.063388104,0,0,6,4
184,4,C(C(C=C)C(C=O)(C(CO)O)O)=O,8,12,5,188.068473484,0,0,5,3
185,4,C(C(C(CO)O)(CC=O)O)=O,6,10,5,162.05282342,0,0,5,3
186,4,C(C(C(C(C)O)O)(CC=O)O)=O,7,12,5,176.068473484,0,0,5,3
187,4,C(C(C(C=O)(CC=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
188,4,C(C(CO)C(CCO)O)=O,6,12,4,148.073558864,0,0,4,3
189,4,C(C(C(CO)C(CCO)O)=O)(O)=O,7,12,6,192.063388104,1,0,5,4
190,4,C(C(C(C(C)=O)=O)C(CCO)O)=O,8,12,5,188.068473484,0,0,5,2
191,4,C(CC(C(CC(CCO)O)=O)=O)=O,8,12,5,188.068473484,0,0,5,2
192,4,C(CO)(C(C(CCO)O)O)=O,6,12,5,164.068473484,0,0,5,4
193,4,C(C(C(C(CCO)O)O)=O)(O)=O,6,10,6,178.04773804,1,0,5,4
194,4,C(C(C=C)C(CCO)O)=O,7,12,3,144.078644244,0,0,3,2
195,4,C=CC(C(C(O)=O)=O)C(CCO)O,8,12,5,188.068473484,1,0,4,3
196,4,C(C(C(C(O)=O)=C)C(CCO)O)=O,8,12,5,188.068473484,1,0,4,3
197,4,C1(C(C(C(C)O1)C(CCO)O)=O)=O,8,12,5,188.068473484,0,0,5,2
198,4,C1(C(C(C(O1)=O)=O)C(CCO)O)=O,7,8,6,188.032087976,0,0,6,2
199,4,C(CC(CCO)O)=O,5,10,3,118.06299418,0,0,3,2
200,4,C(C(C(C)O)C(CCO)O)=O,7,14,4,162.089208928,0,0,4,3
201,4,C(C(C=O)C(CCO)O)(O)=O,6,10,5,162.05282342,1,0,4,3
202,4,C(C(C(C(CCO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
203,4,C(C(CC(CCO)O)=O)(O)=O,6,10,5,162.05282342,1,0,4,3
204,4,C(C(CO)C(C(O)=O)(CCO)O)=O,7,12,6,192.063388104,1,0,5,4
205,4,C(CC(C(C)=O)(C(C=O)CO)O)=O,8,12,5,188.068473484,0,0,5,2
206,4,C(C(CO)C(C(CC=O)=O)(C)O)=O,8,12,5,188.068473484,0,0,5,2
207,4,C(C(CO)C(CC(C(C)=O)=O)O)=O,8,12,5,188.068473484,0,0,5,2
208,4,C(C(CO)C(C=O)O)=O,5,8,4,132.042258736,0,0,4,2
209,4,C(C(CO)C(C(C=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
210,4,C(C(CO)C(CO)(CO)O)=O,6,12,5,164.068473484,0,0,5,4
211,4,C(C(CO)C(C(O)=O)(CO)O)=O,6,10,6,178.04773804,1,0,5,4
212,4,C(C(CO)C(C(C(O)=O)(C)O)O)=O,7,12,6,192.063388104,1,0,5,4
213,4,C(C(CO)C(C(C(O)=O)O)O)=O,6,10,6,178.04773804,1,0,5,4
214,4,C(C(CO)C(C=CC)O)=O,7,12,3,144.078644244,0,0,3,2
215,4,C(C(CO)C(CC=C)O)=O,7,12,3,144.078644244,0,0,3,2
216,4,C(C(CO)C(C(O)=O)(C=CC)O)=O,8,12,5,188.068473484,1,0,4,3
217,4,C(C(CO)C(C(O)=O)(CC=C)O)=O,8,12,5,188.068473484,1,0,4,3
218,4,C(C(CO)C(CC(C(O)=O)=C)O)=O,8,12,5,188.068473484,1,0,4,3
219,4,C(C(CO)C(C=C(C(O)=O)C)O)=O,8,12,5,188.068473484,1,0,4,3
220,4,C(C(CO)C1(C(OC(C)C1)=O)O)=O,8,12,5,188.068473484,0,0,5,2
221,4,C1(CC(C(O1)=O)(C(C=O)CO)O)=O,7,8,6,188.032087976,0,0,6,2
222,4,C(C(CO)CO)=O,4,8,3,104.047344116,0,0,3,2
223,4,C(C(C=C)C(C(O)=O)(CCO)O)=O,8,12,5,188.068473484,1,0,4,3
224,4,C(C(CCO)(CC=O)O)(O)=O,6,10,5,162.05282342,1,0,4,3
225,4,C(C(C(C(C(O)=O)=O)CO)O)=O,6,8,6,176.032087976,1,0,5,3
226,4,C(C)=CC(C(C(C(O)=O)=O)CO)O,8,12,5,188.068473484,1,0,4,3
227,4,C=CCC(C(C(C(O)=O)=O)CO)O,8,12,5,188.068473484,1,0,4,3
228,4,C(C(C(CO)CO)=O)(O)=O,5,8,5,148.037173356,1,0,4,3
229,4,C(C(C=C)C(C(C)=O)(CC=O)O)=O,9,12,4,184.073558864,0,0,4,1
230,4,C(CC(C(C)=O)(CC=O)O)=O,7,10,4,158.0579088,0,0,4,1
231,4,C(CC(C(C)(C(C=O)C=C)O)=O)=O,9,12,4,184.073558864,0,0,4,1
232,4,C(C(C)(CC=O)O)(CC=O)=O,7,10,4,158.0579088,0,0,4,1
233,4,C(C(C=C)C(CC(C(C)=O)=O)O)=O,9,12,4,184.073558864,0,0,4,1
234,4,C(CC(CC(C(C)=O)=O)O)=O,7,10,4,158.0579088,0,0,4,1
235,4,C(C(C(C(C)=O)=O)C(C=O)O)=O,7,8,5,172.037173356,0,0,5,1
236,4,C(C(C(C(C)=O)=O)C(C=CC)O)=O,9,12,4,184.073558864,0,0,4,1
237,4,C(C(C(C(C)=O)=O)C(CC=C)O)=O,9,12,4,184.073558864,0,0,4,1
238,4,C(C(C(C(C)=O)=O)C(C)O)=O,7,10,4,158.0579088,0,0,4,1
239,4,C(C(C(O)=O)C(C(C)=O)=O)=O,6,6,5,158.021523292,1,0,4,1
240,4,C(C(C(C(C)=O)=O)CO)=O,6,8,4,144.042258736,0,0,4,1
241,4,C(CC(C(CC(C=O)O)=O)=O)=O,7,8,5,172.037173356,0,0,5,1
242,4,C(CC(C(CC(C=CC)O)=O)=O)=O,9,12,4,184.073558864,0,0,4,1
243,4,C(CC(C(CC(CC=C)O)=O)=O)=O,9,12,4,184.073558864,0,0,4,1
244,4,C(CC(C(CC(C)O)=O)=O)=O,7,10,4,158.0579088,0,0,4,1
245,4,C(CC(C(CC(O)=O)=O)=O)=O,6,6,5,158.021523292,1,0,4,1
246,4,C(CC(C(CCO)=O)=O)=O,6,8,4,144.042258736,0,0,4,1
247,4,C(C(CO)(CC=O)O)(C(C)O)=O,7,12,5,176.068473484,0,0,5,3
248,4,C(CO)(C(C(C)O)(CC=O)O)=O,7,12,5,176.068473484,0,0,5,3
249,4,C(C(C(C(C(C(C)O)=O)=O)O)O)=O,7,10,6,190.04773804,0,0,6,3
250,4,C(C(C(C)O)=O)(C(C(C)O)O)=O,7,12,5,176.068473484,0,0,5,3
251,4,C(C(C(C(C(C)O)=O)=O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
252,4,C(C(C(C)O)=O)(C(CO)O)=O,6,10,5,162.05282342,0,0,5,3
253,4,C(CC(C(C(O)=O)=O)(CO)O)=O,6,8,6,176.032087976,1,0,5,3
254,4,C(C(C(CO)=O)(CC=O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
255,4,C(C(C(C(C(C(O)=O)=O)=O)O)O)=O,6,6,7,190.01135253200002,1,0,6,3
256,4,C(C(C(C(C(C)O)O)=O)=O)(O)=O,6,8,6,176.032087976,1,0,5,3
257,4,C(C(C(C(C(O)=O)=O)=O)O)(O)=O,5,4,7,175.99570246800002,2,0,5,3
258,4,C(C(C(C(CO)O)=O)=O)(O)=O,5,6,6,162.01643791200001,1,0,5,3
259,4,C(C(C(C(CO)=O)O)O)=O,5,8,5,148.037173356,0,0,5,3
260,4,C(C(C(C(C(O)=O)=O)O)O)=O,5,6,6,162.01643791200001,1,0,5,3
261,4,C(CC(C=O)O)(C(C(O)=O)CO)=O,7,10,6,190.04773804,1,0,5,3
262,4,C(C(C=C)C(C=O)O)=O,6,8,3,128.047344116,0,0,3,1
263,4,C(C(C(C=C)C(C(O)=O)=O)O)=O,7,8,5,172.037173356,1,0,4,2
264,4,C(C(C(C(O)=O)=C)C(C=O)O)=O,7,8,5,172.037173356,1,0,4,2
265,4,C(C(C1C(C(OC(C1=C)=O)=O)=O)O)=O,8,6,6,198.01643791200001,0,0,6,1
266,4,C(C(C1C(C(OC1C)=O)=O)O)=O,7,8,5,172.037173356,0,0,5,1
267,4,C1(C(C(C(O1)=O)=O)C(C=O)O)=O,6,4,6,172.00078784800002,0,0,6,1
268,4,C(CC(C=O)O)=O,4,6,3,102.031694052,0,0,3,1
269,4,C(C(C(C)O)C(C=O)O)=O,6,10,4,146.0579088,0,0,4,2
270,4,C(C(C(C(C(O)=O)=O)C(C)O)O)=O,7,10,6,190.04773804,1,0,5,3
271,4,C(C(C=O)C(C=O)O)(O)=O,5,6,5,146.021523292,1,0,4,2
272,4,C(C(C)(C(C=O)C(C=O)O)O)(O)=O,7,10,6,190.04773804,1,0,5,3
273,4,C(C(C(C(O)=O)=O)C(C=O)O)(O)=O,6,6,7,190.01135253200002,2,0,5,3
274,4,C(C(C(C(C=O)=O)O)O)=O,5,6,5,146.021523292,0,0,5,2
275,4,C(C(CC(C(O)=O)=O)O)=O,5,6,5,146.021523292,1,0,4,2
276,4,C(C(OC(C(C)=O)=O)=O)(CCO)=O,7,8,6,188.032087976,0,0,6,1
277,4,C(C(C(C(C(CO)=O)O)O)O)=O,6,10,6,178.04773804,0,0,6,4
278,4,C(C(C(C(C(C(O)=O)=O)O)O)O)=O,6,8,7,192.02700259600002,1,0,6,4
279,4,C(C(C=C)C(C(C=O)O)O)=O,7,10,4,158.0579088,0,0,4,2
280,4,C(CC(C(C=O)O)O)=O,5,8,4,132.042258736,0,0,4,2
281,4,C(C(C(C(C=O)O)O)C(C)O)=O,7,12,5,176.068473484,0,0,5,3
282,4,C(C(C=O)C(C(C=O)O)O)(O)=O,6,8,6,176.032087976,1,0,5,3
283,4,C(C(C(C(C(C=O)=O)O)O)O)=O,6,8,6,176.032087976,0,0,6,3
284,4,C(C(C(CC(C(O)=O)=O)O)O)=O,6,8,6,176.032087976,1,0,5,3
285,4,C(CO)(C(C(CO)(CO)O)O)=O,6,12,6,180.063388104,0,0,6,5
286,4,C(C(C(C(CO)(CO)O)O)=O)(O)=O,6,10,7,194.04265266000002,1,0,6,5
287,4,C(C(C=C)C(CO)(CO)O)=O,7,12,4,160.073558864,0,0,4,3
288,4,C(CC(CO)(CO)O)=O,5,10,4,134.0579088,0,0,4,3
289,4,C(C(C(C)O)C(CO)(CO)O)=O,7,14,5,178.084123548,0,0,5,4
290,4,C(C(C=O)C(CO)(CO)O)(O)=O,6,10,6,178.04773804,1,0,5,4
291,4,C(C(C(C(CO)(CO)O)O)=O)=O,6,10,6,178.04773804,0,0,6,4
292,4,C(C(CC(CO)(CO)O)=O)(O)=O,6,10,6,178.04773804,1,0,5,4
