ID	Type
C(C(CC(C(C(C)O)=O)=O)=O)(O)=O	1
C(C(C=O)(C(CC(O)=O)=O)O)=O	1
C(C(C(C(C=O)=O)O)O)(C(C)O)=O	1
C(CC(CCCO)O)(CCO)=O	1
C1(C(CO)C(CO1)O)=O	1
C(C1(C=O)C(C(C(O1)O)O)O)(O)=O	1
C(C(CC=C)(C(C=O)O)O)(O)=O	1
C(CO)(C(C)CC=O)=O	1
C(C(C=CC)(C(C=O)O)O)(O)=O	1
C1(C(C)(C(CO)CO1)O)=O	1
C(C(C(C(C(C=O)=O)O)O)O)=O	1
C=CC(C1(CC(C(O1)=O)=O)O)=O	1
C(CC(C=O)C(C=O)CO)=O	1
C(CC(C)O)=C(C=O)C(C)O	1
C(C)(C(C(C(CC(C)O)O)O)O)=O	1
C(C(C(C(C(C=CC)O)O)=O)O)=O	1
C(CC(C)OC(C=O)(CO)O)=O	1
C(C1(C(O)=O)C(C)CC(O1)O)(O)=O	1
C(C(C(CO)O)(C(C(O)=O)O)O)=O	1
C(C(C(O)=O)O)(OC(C(C)O)=O)=O	1
C(C(C(O)=O)CCC(O)=O)=O	1
C(C(C)(CC(C(C(O)=O)=C)=O)O)=O	1
C(C)=C1C(C(OC1C)=O)=O	1
C(C(C=O)(C(C(O)=O)=C)CO)(O)=O	1
C(C(CO)C(C(CC=O)O)O)(O)=O	1
C(CO)(C(C)O)=CC(CO)=O	1
C(CC(C(C(O)=O)=O)(CO)O)(O)=O	1
C(CCC(CO)CO)(O)=O	1
C(CCC(CC=O)O)=O	1
C1(C(CO)C(CO1)(CO)O)=O	1
C(C(C(C=O)O)O)(O)=O	1
C1(C(CCO)(O)OC(C(C1)=O)=O)=O	1
C1(C(CO)C(C(C(O1)=O)O)O)=O	1
C1(CC(C(C)CC(O)O1)O)=O	1
C(C(CC(C=O)=O)O)(O)=O	1
C(C(C=C)C(C(O)=O)O)=O	1
C(C(C(C=O)=O)C(C)O)=O	1
C(C(C(C)CC=O)C(C)O)=O	1
C(C=C(C=O)C(C)O)=O	1
C(C(CC(C=O)C(C)O)CO)(O)=O	1
C1(C(C(C(C)O1)O)(C(C=C)O)O)=O	1
C(C(C(C(O)=O)=O)O)=CC(C)O	1
C(C(CO)=O)(CCC(CO)O)=O	1
C(C1C(C(C(O1)O)C(C)O)O)(O)=O	1
C=C(C(O)=O)C(C=O)=CC=CC	1
C(C(CO)C(C(C(C)O)=O)O)(O)=O	1
C1(C(C(C)O)(C(CC(C)O1)O)O)=O	1
C1(C(CO)OC(C1C(C)O)O)=O	1
C(CC(C)C(C(C(O)=O)=O)O)=O	1
C1(C(C(C(CO)(O)O1)=O)O)=O	1
C=CC(C(C=O)=O)(C(C=C)O)O	1
C(CCCC(C(O)=O)O)(O)=O	1
C(CC(CC(C)O)CC(CO)=O)=O	1
C(C(C=O)C(C=O)CCC(O)=O)=O	1
C(CC(C=CC=O)O)=O	1
C(C(CC(C)O)=O)=O	1
C(C(C(C(CC)O)O)C(C)CO)=O	1
C(CCC1(C(C)OC(C1O)=O)O)=O	1
C1(C(C=CCC(O)O1)(C)O)=O	1
C(CCCC(C(C(C=O)=O)O)O)=O	1
C(CC(C)CC(C(C)=O)O)(O)=O	1
C(C(CO)(CCO)O)(O)=O	1
C(C(C)O)(C(C=O)CC=O)=O	1
C(C1C(O)OC(C(C1)=O)=O)=O	1
C(C1COC(CO)(C1O)O)(O)=O	1
C(C)=CC(C(C(C=O)=O)(C)O)O	1
C(CC(C)(C(C(C)=O)O)O)(O)=O	1
C(CC(C(CC(C=O)O)=O)=O)(O)=O	1
C(C1C(C(OC1C=O)=O)=O)(O)=O	1
C(C)(C(C(C=O)=O)C(CO)O)=O	1
C(C(C)(CO)C(C=O)CO)(O)=O	1
C1(C(C(C)O)C(CO1)(CO)O)=O	1
C(C)(C(C)(C(C=CC)O)O)=O	1
C(C(C1C(OC(C=1)=O)=O)O)(O)=O	1
C(CO)=C(C(O)=O)CC(C)O	1
C=C1C(C(C)(O)OC(C1=O)=O)=O	1
C(C(C(C(C(C)=O)=O)=O)O)=O	1
C(CCCC(CO)=O)=O	1
C(C(CCC=CCO)CC=O)(O)=O	1
C(C(C(C(O)=O)=O)O)=O	1
C(C(C(C(C)=O)=O)CCC(O)=O)=O	1
C(C(C(C)C(C(C)O)O)=O)(O)=O	1
C1(C(C=CO1)(CC(O)=O)O)=O	1
C(C(C(CC=C)O)C(C)CC=O)=O	1
C(C(CO)O)(CC(C(O)=O)=O)=O	1
C(CC(C)C(CCO)O)=O	1
C(C(C(C)O)C(C=O)(C)O)(O)=O	1
C(CC(C)O)(CC(C(O)=O)=O)=O	1
C1(C(CO)(CCO1)O)=O	1
C(CC(C(O)=O)=CC=O)=CC=O	1
C(CCCC=C(C=O)CO)(O)=O	1
C(C(CCC(C(C)O)O)=O)(O)=O	1
C(C(CC(C)=O)O)(O)=O	1
C(C(CO)C(C)C(C(CO)=O)O)=O	1
C(CC(C=CC(O)=O)C)=O	1
C(C(CO)C(CO)O)(O)=O	1
C(C(C=C)C(C)(C(C)CC=O)O)=O	1
C(C(C1C(C(CC1O)=O)=O)O)(O)=O	1
C(CC(C(C=O)O)O)(O)=O	1
C(C(C(C)(CCO)O)O)(CC)=O	1
C(CC(C=CC)O)(C(C)O)=O	1
